uri,label
http://vivo.ufl.edu/individual/n2080914174,Denver Health and Hospital Authority
http://vivo.ufl.edu/individual/n1112275942,Childrens Hospital New Orleans
http://vivo.ufl.edu/individual/n269012472,Retina Research Foundation
http://vivo.ufl.edu/individual/n210880,Morgan & Claypool Publishers
http://vivo.ufl.edu/individual/n4176905926,Thar Energy
http://vivo.ufl.edu/individual/n31457,Animal Care Services 
http://vivo.ufl.edu/individual/n657287455,National Historical Publications Record Commission
http://vivo.ufl.edu/individual/n108182,Philosophy
http://vivo.ufl.edu/individual/n61313,Sports Medicine (Free University Brussels)
http://vivo.ufl.edu/individual/n1278118,College of Engineering
http://vivo.ufl.edu/individual/n1043267675,Hirshberg Foundation for Pancreatic Cancer Research
http://vivo.ufl.edu/individual/n6784854292,Sociedade Brasileira de Ciência do Solo
http://vivo.ufl.edu/individual/n22518,Office of the Vice President and General Counsel
http://vivo.ufl.edu/individual/n6866556099,James H Graham
http://vivo.ufl.edu/individual/n46114,Privacy Office
http://vivo.ufl.edu/individual/n243216,Center for Surface Science and Engineering
http://vivo.ufl.edu/individual/n137585,Ophthalmology
http://vivo.ufl.edu/individual/n52483,Michigan Technological University
http://vivo.ufl.edu/individual/n76685,Ramapo College of New Jersey
http://vivo.ufl.edu/individual/n4057438559,Williams and Troutwine P A
http://vivo.ufl.edu/individual/n54722,Zvijac Sports Medicine Institute
http://vivo.ufl.edu/individual/n5198990168,Mary Kay Ash Charitable Foundation
http://vivo.ufl.edu/individual/n11040,Brookside Park Family Life Center
http://vivo.ufl.edu/individual/n71085026,Acorda Therapeutics
http://vivo.ufl.edu/individual/n1425026884,Ajinomoto Company
http://vivo.ufl.edu/individual/n7390047614,East Tennessee State University
http://vivo.ufl.edu/individual/n47900,Public Health Nursing  (Case Western Reserve University)
http://vivo.ufl.edu/individual/n145097,National Board of Medical Examiners
http://vivo.ufl.edu/individual/n127027,Medical Collge of Virginia Hospitals
http://vivo.ufl.edu/individual/n239553,College of Pharmacy (University of Houston)
http://vivo.ufl.edu/individual/n4119020232,American Society of Agronomy
http://vivo.ufl.edu/individual/n71983504,Sid Martin Biotechnology Development Incubator
http://vivo.ufl.edu/individual/n3382233775,Glygenix Therapeutics Inc
http://vivo.ufl.edu/individual/n146988,Florida-Brazil International Linkage Institute
http://vivo.ufl.edu/individual/n4096444207,Oncology Nursing Society Foundation
http://vivo.ufl.edu/individual/n246451,American Federation for Aging Research (AFAR)
http://vivo.ufl.edu/individual/n1752656031,"City of Wyoming, Michigan"
http://vivo.ufl.edu/individual/n1374424666,Boston Applied Technologies
http://vivo.ufl.edu/individual/n9914198332,Fannie Mae Office of Housing Research
http://vivo.ufl.edu/individual/n347996,Iowa City Press-Citizen
http://vivo.ufl.edu/individual/n232672,University of Antwerpen
http://vivo.ufl.edu/individual/n2737984894,Arco International Oil and Gas Company
http://vivo.ufl.edu/individual/n216565,Keep Alachua County Beautiful
http://vivo.ufl.edu/individual/n7749736077,Astrowatt
http://vivo.ufl.edu/individual/n25488812,Atlantic Paste and Glue Company Inc
http://vivo.ufl.edu/individual/n157009,Spectran Optics
http://vivo.ufl.edu/individual/n7250468819,Lynne Rienner Publishers Inc
http://vivo.ufl.edu/individual/n121945,Fort Hare University
http://vivo.ufl.edu/individual/n149817,Brechner Center for Freedom of Information
http://vivo.ufl.edu/individual/n114048,Shimberg Center for Affordable Housing
http://vivo.ufl.edu/individual/n8097263046,Lion Biosciences
http://vivo.ufl.edu/individual/n43733,"Medical Cardiology (University of Glasgow, UK)"
http://vivo.ufl.edu/individual/n54350,"Neuropsychology Program, University of Michigan Hospitals"
http://vivo.ufl.edu/individual/n6941539514,Wolverine Tube
http://vivo.ufl.edu/individual/n8547177282,Flasha Foundation
http://vivo.ufl.edu/individual/n2027483107,Neurological Society of India
http://vivo.ufl.edu/individual/n1050680481,Core Engineering and Construction
http://vivo.ufl.edu/individual/n178522,University of Queensland
http://vivo.ufl.edu/individual/n149074,North Florida Evalutation and Treatment Center
http://vivo.ufl.edu/individual/n911443574,Ca State Beekeepers Association
http://vivo.ufl.edu/individual/n40638,Department of Dental Hygiene (Miami Dade Community College)
http://vivo.ufl.edu/individual/n1929428736,"Association Symbolic Logic, Inc"
http://vivo.ufl.edu/individual/n9335705508,Pathobiotek
http://vivo.ufl.edu/individual/n8453004776,Agricultural History Society
http://vivo.ufl.edu/individual/n19639,University of Massachusetts
http://vivo.ufl.edu/individual/n7724216731,American Institute of Physics
http://vivo.ufl.edu/individual/n276244,Beijing Institute of Technology
http://vivo.ufl.edu/individual/n237242485,Axio Research Corporation
http://vivo.ufl.edu/individual/n24153,Watson Institute for International Studies
http://vivo.ufl.edu/individual/n202728487,Horticultural Research Institute
http://vivo.ufl.edu/individual/n106345,Miami-Dade County medical Examiner Department
http://vivo.ufl.edu/individual/n155777,University of Frankfurt
http://vivo.ufl.edu/individual/n132748,Department of Molecular Biology
http://vivo.ufl.edu/individual/n38601,"University of Economics, Faculty of Economics Informatics"
http://vivo.ufl.edu/individual/n2339426120,Higher Education Press
http://vivo.ufl.edu/individual/n127662,Center for Leadership and Service
http://vivo.ufl.edu/individual/n90202,Tennessee State University
http://vivo.ufl.edu/individual/n1023304,Seminole County Extension Office
http://vivo.ufl.edu/individual/n117687,South Seminole Hospital
http://vivo.ufl.edu/individual/n1897786631,Aerodyne Research Inc
http://vivo.ufl.edu/individual/n49919,"Johns Hopkins University, Dept. of Pharmacology and Molecular Sciences"
http://vivo.ufl.edu/individual/n1429193496,Saudi Medical Journal
http://vivo.ufl.edu/individual/n2885216388,Chip Supply
http://vivo.ufl.edu/individual/n1472163067,American Councils for International Education
http://vivo.ufl.edu/individual/n2707034039,American Society of Pediatric Otolaryngology
http://vivo.ufl.edu/individual/n116007447,Florida Department of Citrus Florida Citrus Commission
http://vivo.ufl.edu/individual/n818197772,Innovatech Inc
http://vivo.ufl.edu/individual/n2146360244,Walt Disney Company Foundation
http://vivo.ufl.edu/individual/n3067067751,Boston Scientific Corporation Scimed Inc
http://vivo.ufl.edu/individual/n388095,Anatomy and Cell Biology (Harvard University)
http://vivo.ufl.edu/individual/n494121,NSF Engineering Research Center for Particle Science and Technology
http://vivo.ufl.edu/individual/n6885763598,Saudi Thoracic Society
http://vivo.ufl.edu/individual/n9527494064,Milheim Foundation for Cancer Research
http://vivo.ufl.edu/individual/n2314782293,Symed Inc
http://vivo.ufl.edu/individual/n194956,Millimeter Wave Observatory (University of Texas at Austin)
http://vivo.ufl.edu/individual/n1025582766,Malnove
http://vivo.ufl.edu/individual/n975625990,The Wistar Institute
http://vivo.ufl.edu/individual/n230598,"Northern European University Computing Center (Lyngby, Denmark)"
http://vivo.ufl.edu/individual/n57299,"John Li, M.D."
http://vivo.ufl.edu/individual/n1961384138,Social Science Research Council
http://vivo.ufl.edu/individual/n23306,Society for Leukocyte Biology
http://vivo.ufl.edu/individual/n1963717155,Southwestern Medical Foundation
http://vivo.ufl.edu/individual/n5586435278,S3 Inc
http://vivo.ufl.edu/individual/n243754,Pharmacology
http://vivo.ufl.edu/individual/n368488583,Peritoneal Healing and Adhesion MultiUniversity Study Group
http://vivo.ufl.edu/individual/n46935,"School of Hotel, Restaurant & Recreation Management (Pennsylvania State University)"
http://vivo.ufl.edu/individual/n52667,American Sports Medicine Institute
http://vivo.ufl.edu/individual/n1155087861,American Academy of Addiction Psychiatry
http://vivo.ufl.edu/individual/n5931746188,Western Michigan University
http://vivo.ufl.edu/individual/n2141115723,American Pulse Association
http://vivo.ufl.edu/individual/n1021991749,Bell Helicopter Textron Inc
http://vivo.ufl.edu/individual/n260879,Korea University
http://vivo.ufl.edu/individual/n126367,Shands Teaching Hospital Healthcare
http://vivo.ufl.edu/individual/n99022,University at Buffalo Law School
http://vivo.ufl.edu/individual/n5262212783,Annals of Mathematics
http://vivo.ufl.edu/individual/n56480,Occupational Therapy (Washington University)
http://vivo.ufl.edu/individual/n247427,Puerto Rican Engineering Society Student Chapter
http://vivo.ufl.edu/individual/n133120,Catholic University of America
http://vivo.ufl.edu/individual/n8864749755,Gulf Coast Plains and Ozarks Lcc
http://vivo.ufl.edu/individual/n66706452,Cook Incorporated
http://vivo.ufl.edu/individual/n24007,University of Florida Alumni Association
http://vivo.ufl.edu/individual/n1286082198,Republic of Korea
http://vivo.ufl.edu/individual/n73221,"Gastroenterology, Hepatology, and Nutrition"
http://vivo.ufl.edu/individual/n1721189619,John A Hartford Foundation
http://vivo.ufl.edu/individual/n944773689,Rheumatology Research Foundation
http://vivo.ufl.edu/individual/n3068846927,Veritromics
http://vivo.ufl.edu/individual/n68820,Economics (University of North Carolina at Chapel Hill)
http://vivo.ufl.edu/individual/n2024281550,State University System of Florida Board of Governors
http://vivo.ufl.edu/individual/n654321131,NASA Kennedy Space Flight Center
http://vivo.ufl.edu/individual/n170074926,Lido Chemical
http://vivo.ufl.edu/individual/n8651552864,Lutheran Family Health Centers
http://vivo.ufl.edu/individual/n153704,University of Asmara 
http://vivo.ufl.edu/individual/n90810,"Museu Paraense Emílio Goeldi (Belém, Brazil)"
http://vivo.ufl.edu/individual/n222473,Sun-Sentinel
http://vivo.ufl.edu/individual/n1398399132,Rare Disease Therapeutics
http://vivo.ufl.edu/individual/n515832997,Nationsbank
http://vivo.ufl.edu/individual/n7394568029,Datex-Ohmeda
http://vivo.ufl.edu/individual/n86312,FDA Food Advisory Committee
http://vivo.ufl.edu/individual/n6716744746,Pharmos Corporation
http://vivo.ufl.edu/individual/n40569,Champlain College
http://vivo.ufl.edu/individual/n5991249646,Xoma
http://vivo.ufl.edu/individual/n567540158,Lee County Board of Commissioners
http://vivo.ufl.edu/individual/n4506656948,Technology Plan and Management Corporation
http://vivo.ufl.edu/individual/n9981307041,Advanced Tissue Sciences
http://vivo.ufl.edu/individual/n1670165993,Foliar Nutrient Inc
http://vivo.ufl.edu/individual/n346084,"Epidemiology Branch, Naval Medical Research Unit No. 3 (Cairo, Egypt)"
http://vivo.ufl.edu/individual/n34839,"West Shore Health Club (Mechanicsburg, PA)"
http://vivo.ufl.edu/individual/n41621,Plant Protection (Chinese Academy of Agricultural Sciences)
http://vivo.ufl.edu/individual/n6332238850,Alabama Peanut Producers Association
http://vivo.ufl.edu/individual/n8333830665,Apollo Biopharmaceutics Inc
http://vivo.ufl.edu/individual/n31885,University of Hawaii
http://vivo.ufl.edu/individual/n2323502080,Cangene Corporation
http://vivo.ufl.edu/individual/n18655,Laboratory of Drug Disposition and Pharmacogenetics (Laboratory of Drug Disposition and Pharmacogenetics (Laboratory of Drug Disposition and Pharmacogenetics (Medical University of South Carolina)
http://vivo.ufl.edu/individual/n54712,Dupont Company
http://vivo.ufl.edu/individual/n469686,Texas Southern University 
http://vivo.ufl.edu/individual/n12383161,Penford Ingredients
http://vivo.ufl.edu/individual/n48814,Society for Neuroscience
http://vivo.ufl.edu/individual/n56353,TREEO Center
http://vivo.ufl.edu/individual/n195319,Northlake Cancer Treatment Center
http://vivo.ufl.edu/individual/n50560,"David Michael Davenport AIA Sarasota, FL."
http://vivo.ufl.edu/individual/n56615,Economics (University of Arizona)
http://vivo.ufl.edu/individual/n33700,School of Allied Health Sciences (Florida A&M University)
http://vivo.ufl.edu/individual/n5653872923,Fibria Celulose SA
http://vivo.ufl.edu/individual/n718355761,Semprius
http://vivo.ufl.edu/individual/n5972181806,University of California
http://vivo.ufl.edu/individual/n56512,"Sigma Xi, The Scientific Research Society"
http://vivo.ufl.edu/individual/n1032801904,Chiquita Fresh North America
http://vivo.ufl.edu/individual/n1044860118,Glaxo Smithkline - Croatia
http://vivo.ufl.edu/individual/n5885013821,Biostratum
http://vivo.ufl.edu/individual/n54852,Cold Spring Harbor Laboratory
http://vivo.ufl.edu/individual/n1609801061,Council for Exceptional Children
http://vivo.ufl.edu/individual/n7738807906,Journal of Rheology
http://vivo.ufl.edu/individual/n129686,Private landscape architectural practice
http://vivo.ufl.edu/individual/n2293941575,University of Nebraska Press
http://vivo.ufl.edu/individual/n1059536015,Lombard Medical Technologies
http://vivo.ufl.edu/individual/n134875178,Operative Dentistry
http://vivo.ufl.edu/individual/n419624,Social Science Data Library (Temple University)
http://vivo.ufl.edu/individual/n3000402213,US Trade and Development Agency
http://vivo.ufl.edu/individual/n955520906,Philips Medical Systems
http://vivo.ufl.edu/individual/n5367199393,Theradex
http://vivo.ufl.edu/individual/n64695,Tallahassee Memorial Adult Day Center
http://vivo.ufl.edu/individual/n3395370114,Behavioral Health Systems Research
http://vivo.ufl.edu/individual/n235999014,Sleep Medicine Education and Research Foundation
http://vivo.ufl.edu/individual/n307646,School of Industrial Engineering and Management (Oklahoma State University)
http://vivo.ufl.edu/individual/n6835673078,St Lucie County Mosquito Control District
http://vivo.ufl.edu/individual/n567596,Pediatrics (Universeity of Pittsburgh)
http://vivo.ufl.edu/individual/n1476390301,Florida's First Coast of Golf
http://vivo.ufl.edu/individual/n796135787,Hereditary Disease Foundation
http://vivo.ufl.edu/individual/n230417338,Sarasota Bay Natural Estuary Program
http://vivo.ufl.edu/individual/n38765,American Education Research Association
http://vivo.ufl.edu/individual/n48099,Georgetown University College of Arts and Sciences
http://vivo.ufl.edu/individual/n30967,"Department of Family & Preventive Mediicne, School of Mediicne, University of California (San Diego)"
http://vivo.ufl.edu/individual/n50254,Nongame and Endangered Wildlife Program (North Carolina Wildlife Resources Commission)
http://vivo.ufl.edu/individual/n1759056400,Helios Education Foundation
http://vivo.ufl.edu/individual/n1134847027,American Physiological Society
http://vivo.ufl.edu/individual/n158224,Wolfson College 
http://vivo.ufl.edu/individual/n46516,Florida Black Men Health Consortium
http://vivo.ufl.edu/individual/n62046,"Universidad de Concepción,"
http://vivo.ufl.edu/individual/n106685,Social and Psychological Foundations of Education
http://vivo.ufl.edu/individual/n30366,United States Department of Agriculture
http://vivo.ufl.edu/individual/n191985217,Centre Recherche Institut University Geriatrie Montreal
http://vivo.ufl.edu/individual/n84999583,Intermatic
http://vivo.ufl.edu/individual/n93575,McGraw-Hill and Dushkin
http://vivo.ufl.edu/individual/n1023309,Calhoun County Extension Office
http://vivo.ufl.edu/individual/n1128438810,Bcn Associates Inc
http://vivo.ufl.edu/individual/n1761246598,"National Heart, Lung and Blood Institute"
http://vivo.ufl.edu/individual/n112912,Functional Restoration (Stanford University)
http://vivo.ufl.edu/individual/n173545,Shea & Gardner
http://vivo.ufl.edu/individual/n3616,Family Data center
http://vivo.ufl.edu/individual/n30283,"Cancer Treatment & Research Foundation of N.S. (Halifax, Nova Scotia, Canada)"
http://vivo.ufl.edu/individual/n180833,Fox Chase Cancer Center
http://vivo.ufl.edu/individual/n3567240472,Minneapolis Heart Institute Foundation
http://vivo.ufl.edu/individual/n34398,"Evanston Hospital, Illinois"
http://vivo.ufl.edu/individual/n85234,"Tiawan Army, Medical and Transportation Company"
http://vivo.ufl.edu/individual/n366301,Mineral Resources Research Center
http://vivo.ufl.edu/individual/n64646,AC Lens
http://vivo.ufl.edu/individual/n4318977287,American Society for Blood and Marrow Transplantation
http://vivo.ufl.edu/individual/n363353,Intel Corporation
http://vivo.ufl.edu/individual/n57401,National Rural Health Association
http://vivo.ufl.edu/individual/n33837,University of Paris-Sud
http://vivo.ufl.edu/individual/n8596123217,Nidek Technologies
http://vivo.ufl.edu/individual/n849637583,Novartis Pharmaceuticals Corporation
http://vivo.ufl.edu/individual/n1181808132,Polish Academy of Sciences
http://vivo.ufl.edu/individual/n96819,Biochemistry and Biophysics (University of Rochester)
http://vivo.ufl.edu/individual/n1065993191,Helvetas Bhutan
http://vivo.ufl.edu/individual/n1347662456,Novartis US Animal Health
http://vivo.ufl.edu/individual/n151947,University of Puerto Rico School of Medicine
http://vivo.ufl.edu/individual/n181668761,Arquivo Brasileiro Medicina Veterinaria Zootecnia
http://vivo.ufl.edu/individual/n42288,"The Farm Foundation – Washington, DC "
http://vivo.ufl.edu/individual/n231608,Microbiology (University of Maryland)
http://vivo.ufl.edu/individual/n107091672,Lupus Foundation of America
http://vivo.ufl.edu/individual/n37502,Anesthesia Consultants of Knoxville
http://vivo.ufl.edu/individual/n8861367375,Theratech Inc
http://vivo.ufl.edu/individual/n8580374961,Society of Brasil Genetica
http://vivo.ufl.edu/individual/n157563,Rocky Mountain Labs
http://vivo.ufl.edu/individual/n54520,Bay Medical Regional Cancer Center
http://vivo.ufl.edu/individual/n47689,English
http://vivo.ufl.edu/individual/n89344665,Woodrow Wilson National Fellow Foundation
http://vivo.ufl.edu/individual/n49110,School of Physician Assistant Studies
http://vivo.ufl.edu/individual/n2088298385,Tourism Cares
http://vivo.ufl.edu/individual/n24632,Center for Transitional Living of North Central Florida
http://vivo.ufl.edu/individual/n65584,Medical Research Council of Canada
http://vivo.ufl.edu/individual/n395288023,Fan Family Foudation
http://vivo.ufl.edu/individual/n289700,Indian River School Board Teacher Education Program
http://vivo.ufl.edu/individual/n126694,Intelligent Systems (National Science Foundation)
http://vivo.ufl.edu/individual/n47637,Society of Toxicology
http://vivo.ufl.edu/individual/n5368989913,Therox
http://vivo.ufl.edu/individual/n191212141,Dyadic International
http://vivo.ufl.edu/individual/n100583507,Regado Biosciences
http://vivo.ufl.edu/individual/n64236,American Society for Regional Anesthesia
http://vivo.ufl.edu/individual/n9171136433,Checkers Drive In Restaurants
http://vivo.ufl.edu/individual/n646539501,Research Foundation for Mental Hygiene
http://vivo.ufl.edu/individual/n121049,"Institute of Microbial Technology, Chandigarh, India"
http://vivo.ufl.edu/individual/n8409270573,Optiva Corporation
http://vivo.ufl.edu/individual/n1566066410,Associated Koi Clubs of America
http://vivo.ufl.edu/individual/n60013,Presurgical Center
http://vivo.ufl.edu/individual/n2169042207,Del Monte Fresh Produce
http://vivo.ufl.edu/individual/n85398418,US Department of Defense Defense Advanced Research Projects Agency
http://vivo.ufl.edu/individual/n257997,MGP Atelier
http://vivo.ufl.edu/individual/n5239899335,Field House Publishing Llp
http://vivo.ufl.edu/individual/n32683,A.C.O.R.N. Clinic
http://vivo.ufl.edu/individual/n3985256334,Manufacturing Laboratories
http://vivo.ufl.edu/individual/n55688,World Monuments Fund
http://vivo.ufl.edu/individual/n352350,Reproductive and Perinatal Biology Research Program
http://vivo.ufl.edu/individual/n1161647931,Hartz Mountain Corporation
http://vivo.ufl.edu/individual/n490690587,SWAP Investigators
http://vivo.ufl.edu/individual/n331669,Public Library of Science
http://vivo.ufl.edu/individual/n63294,Monash University
http://vivo.ufl.edu/individual/n60076,Bayer Healthcare Pharmaceuticals
http://vivo.ufl.edu/individual/n139974,Catholic University of Valparaiso 
http://vivo.ufl.edu/individual/n6404289824,Hamilton County
http://vivo.ufl.edu/individual/n85200,"Bolyai University, Transylvania"
http://vivo.ufl.edu/individual/n97695,Ellison Medical Foundation
http://vivo.ufl.edu/individual/n6372988039,International Press
http://vivo.ufl.edu/individual/n9429784461,Gold Standard Multimedia
http://vivo.ufl.edu/individual/n14982,Training and Research Academy for Clinical and Translational Science
http://vivo.ufl.edu/individual/n18293,"Cook County Hospital, Chicago, Illinois"
http://vivo.ufl.edu/individual/n2288014129,Institute for Molecular Neuroscience
http://vivo.ufl.edu/individual/n255155,Fundamental and Applied Nematology 
http://vivo.ufl.edu/individual/n41689,Barnard College
http://vivo.ufl.edu/individual/n100662,Texas A and M University
http://vivo.ufl.edu/individual/n7581182608,Elsevier France-Editions Scientifiques Medicales Elsevier
http://vivo.ufl.edu/individual/n8048163172,Optometrix Inc
http://vivo.ufl.edu/individual/n326024,Immunology (Duke University)
http://vivo.ufl.edu/individual/n67939,"Simkin Inc. Gainesville, Fl"
http://vivo.ufl.edu/individual/n4810847589,City of St Petersburg Housing Authority
http://vivo.ufl.edu/individual/n4155443463,Johns Hopkins Bloomberg School Public Health
http://vivo.ufl.edu/individual/n63346075,Freedom From Fear
http://vivo.ufl.edu/individual/n5313113248,Int Society Hypertension Blacks-Ishib
http://vivo.ufl.edu/individual/n5868226797,Brill Academic Publishers
http://vivo.ufl.edu/individual/n36635,Medicinal Chemistry (University of North Carolina at Chapel Hill)
http://vivo.ufl.edu/individual/n209313,Oral Diagnostic Sciences
http://vivo.ufl.edu/individual/n1500131135,Discovery Laboratories
http://vivo.ufl.edu/individual/n1088095362,Anchor Publishing
http://vivo.ufl.edu/individual/n297772,Proceedings of the Florida State Horticultural Society
http://vivo.ufl.edu/individual/n70665,Satoris Inc
http://vivo.ufl.edu/individual/n3290051851,Society Nematologists
http://vivo.ufl.edu/individual/n1913111885,Tuberculosis Foundation of Virginia
http://vivo.ufl.edu/individual/n95045,"A. Haley Veterans Hospital. Tampa, Florida"
http://vivo.ufl.edu/individual/n1133086124,Costa Farms
http://vivo.ufl.edu/individual/n129110,University of Illinois College of Veterinary Medicine
http://vivo.ufl.edu/individual/n402847397,Universal Technology Corporation
http://vivo.ufl.edu/individual/n1152789714,American Society of Nephrology
http://vivo.ufl.edu/individual/n7789031382,Wroclaw Medical University
http://vivo.ufl.edu/individual/n114711,German Pharmaceutical Society
http://vivo.ufl.edu/individual/n26975,St. John's University
http://vivo.ufl.edu/individual/n220010103,Eastman Kodak Company
http://vivo.ufl.edu/individual/n7873568500,"Universidade Estadual De Maringa, Pro-Reitoria De Pesquisa Pos-Graduacao"
http://vivo.ufl.edu/individual/n8455478635,National Brain Tumor Foundation
http://vivo.ufl.edu/individual/n433461627,Massachusetts Review
http://vivo.ufl.edu/individual/n127319,Wingate Institute (Israel)
http://vivo.ufl.edu/individual/n377186063,Biocryst Pharmaceuticals
http://vivo.ufl.edu/individual/n56138,James C. Haskins & Associates
http://vivo.ufl.edu/individual/n173003,Laboratory for Development of Advanced Nuclear Fuels and Materials
http://vivo.ufl.edu/individual/n505599,"Massachusetts General Hospital School of Nursing, Boston"
http://vivo.ufl.edu/individual/n1582589945,Plant Science Research and Education Unit
http://vivo.ufl.edu/individual/n6089129076,Arch Historical Conservancy
http://vivo.ufl.edu/individual/n2014141895,West Pharmaceutical Services
http://vivo.ufl.edu/individual/n253894035,Imaging Diagnostics Systems
http://vivo.ufl.edu/individual/n194786,Warsaw University
http://vivo.ufl.edu/individual/n95762,Drug Discovery (Bristol-Myers Squibb Pharmaceutical Research Institute)
http://vivo.ufl.edu/individual/n115836,South Carolina Entomological Society
http://vivo.ufl.edu/individual/n87560,American Academy of Otolaryngology
http://vivo.ufl.edu/individual/n8970738676,Nissan Chemical Company
http://vivo.ufl.edu/individual/n1278116,School of Art and Art History
http://vivo.ufl.edu/individual/n5336365906,Silvaco Data Systems
http://vivo.ufl.edu/individual/n130070,United States Senate
http://vivo.ufl.edu/individual/n185784638,UF Purchasing
http://vivo.ufl.edu/individual/n637315676,Verlag Dr Friedrich Pfeil
http://vivo.ufl.edu/individual/n4101696169,Improcrop
http://vivo.ufl.edu/individual/n314239767,Kessler Foundation
http://vivo.ufl.edu/individual/n90431,Obstetrics and Gynecology - Jacksonville
http://vivo.ufl.edu/individual/n489308770,Virbac
http://vivo.ufl.edu/individual/n1426415199,Itt Industries Inc
http://vivo.ufl.edu/individual/n112694,Curry Center for Technology and Teacher Education (University of Virginia)
http://vivo.ufl.edu/individual/n2145484579,"Health, Aging and Body Composition Study"
http://vivo.ufl.edu/individual/n902228887,Honda R and D Americas
http://vivo.ufl.edu/individual/n152255,Historic St. Augustine
http://vivo.ufl.edu/individual/n63775,University of the Basque Country
http://vivo.ufl.edu/individual/n96312,Science
http://vivo.ufl.edu/individual/n1293216514,Jones and Bartlett Publishers
http://vivo.ufl.edu/individual/n1401607546,Paleontological Society
http://vivo.ufl.edu/individual/n7089906291,American Institute Ultrasound Medicine
http://vivo.ufl.edu/individual/n457566838,Floral Genome Project Research Group
http://vivo.ufl.edu/individual/n58945,Internal Medicine (University of Maryland Medical System)
http://vivo.ufl.edu/individual/n90369164,US Sugar Corporation
http://vivo.ufl.edu/individual/n41255,New York University School of Medicine
http://vivo.ufl.edu/individual/n119147,Indian Institute of Technology at Chennai
http://vivo.ufl.edu/individual/n765312,Center for Environmental and Human Toxicology
http://vivo.ufl.edu/individual/n73581,Centre for Organic Waste Management (Murdoch University)
http://vivo.ufl.edu/individual/n1491214379,Florida Institute of Government
http://vivo.ufl.edu/individual/n1815668439,Philip Morris Inc
http://vivo.ufl.edu/individual/n224008,Hadassah University Hospital
http://vivo.ufl.edu/individual/n628416982,Southwest Oncology Group
http://vivo.ufl.edu/individual/n56467,North Texas State University
http://vivo.ufl.edu/individual/n7903368622,Royal Society Chemistry
http://vivo.ufl.edu/individual/n1229770329,Mayo Clinic
http://vivo.ufl.edu/individual/n1888959473,Phoenix Environmental Group
http://vivo.ufl.edu/individual/n8499146349,Quark Pharmaceuticals
http://vivo.ufl.edu/individual/n8858864,Health Education and Behavior
http://vivo.ufl.edu/individual/n4964740139,American Electroplaters and Surface Finishers Society
http://vivo.ufl.edu/individual/n5152466431,Max Planck Institut Gravitational Physics-Albert Einstein Institute
http://vivo.ufl.edu/individual/n3761534240,Institute for Advancement of Community Pharmacy
http://vivo.ufl.edu/individual/n66046,School of Earth and Atmospheric Sciences (Georgia Institute of Technology)
http://vivo.ufl.edu/individual/n117498,Health Administration and Policy ( Medical University of South Carolina)
http://vivo.ufl.edu/individual/n56194,Boston University
http://vivo.ufl.edu/individual/n936183157,Marigold Foundation
http://vivo.ufl.edu/individual/n4331554657,SW Florida Council for Environmental Education
http://vivo.ufl.edu/individual/n42132,Anthropology (Carnegie Museum of  Natural History)
http://vivo.ufl.edu/individual/n8739825966,Town of Palm Beach
http://vivo.ufl.edu/individual/n2089210293,Smith and Nephew PLC
http://vivo.ufl.edu/individual/n450295,Graduate Student Council
http://vivo.ufl.edu/individual/n128937651,Building A Safer Florida
http://vivo.ufl.edu/individual/n396174,"Volcani Institute, Bet Gagan Israel"
http://vivo.ufl.edu/individual/n8270204949,The Florida Ahec Network
http://vivo.ufl.edu/individual/n42790,"University of Panama City, Panama"
http://vivo.ufl.edu/individual/n401498482,Institute of Turkish Studies
http://vivo.ufl.edu/individual/n913128967,Astute Medical
http://vivo.ufl.edu/individual/n231194,University of Michigan Hospitals
http://vivo.ufl.edu/individual/n96034,Synagen Capital Partners
http://vivo.ufl.edu/individual/n676747236,Lederle Lab American Cyanamid Company
http://vivo.ufl.edu/individual/n145975,Geography (University of Waterloo)
http://vivo.ufl.edu/individual/n19460,Kimberly-Clark Corporation
http://vivo.ufl.edu/individual/n127571,Boston College Law School
http://vivo.ufl.edu/individual/n9931138261,Estonian Academy Publishers
http://vivo.ufl.edu/individual/n503582,HealthStreet
http://vivo.ufl.edu/individual/n1729207990,Ford Motor Company
http://vivo.ufl.edu/individual/n5718137557,Histochemical Society Inc
http://vivo.ufl.edu/individual/n1616163074,Global Alliance Security
http://vivo.ufl.edu/individual/n17090,"University of Paris-South Orsay, France"
http://vivo.ufl.edu/individual/n317949,Surgery - Jacksonville
http://vivo.ufl.edu/individual/n6466925967,Queensland University of Technology
http://vivo.ufl.edu/individual/n2529467227,Florida Atlantic University Foundation
http://vivo.ufl.edu/individual/n2182797369,Atlantic Philanthropic Service
http://vivo.ufl.edu/individual/n78479,Volusia County Beach Patrol
http://vivo.ufl.edu/individual/n2465392659,Hautes Etudes Commerciales
http://vivo.ufl.edu/individual/n49941,Memphis State University
http://vivo.ufl.edu/individual/n1181044604,Jiffy Products of America
http://vivo.ufl.edu/individual/n9508726602,Sigma Theta Tau International
http://vivo.ufl.edu/individual/n48079,"Hoechst Company, Otta, Nigeria"
http://vivo.ufl.edu/individual/n9310458807,Damon Runyon Cancer Research Foundation
http://vivo.ufl.edu/individual/n5796331793,Scientific Ventures International
http://vivo.ufl.edu/individual/n1501462662,Highlands County Board of Commissioners
http://vivo.ufl.edu/individual/n8597625776,Sulfonics Inc
http://vivo.ufl.edu/individual/n31393,"National University of Tucumán, Argentine "
