uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n9970698783,0048-5772,Psychophysiology,Gender Differences in Effort-Related Cardiovascular Response: When Men and Women Place Different Value On Incentives
http://vivo.ufl.edu/individual/n3351634826,0724-8741,Pharmaceutical Research,The Development of Dentotropic Micelles With Biodegradable Tooth-Binding Moieties
http://vivo.ufl.edu/individual/n9907375713,0344-5704,Cancer Chemotherapy and Pharmacology,Population Pharmacokinetics of Dimethylacetamide in Children During Standard and Once-Daily IV Busulfan Administration
http://vivo.ufl.edu/individual/n3466046344,1535-7163,Molecular Cancer Therapeutics,Small-Molecule Inhibitors of Acetyltransferase P300 Identified By High-Throughput Screening Are Potent Anticancer Agents
http://vivo.ufl.edu/individual/n1741100987,0960-7412,The Plant journal,The Arabidopsis Mediator Complex Subunits Med14/Swp and Med16/Sfr6/Ien1 Differentially Regulate Defense Gene Expression in Plant Immune Responses
http://vivo.ufl.edu/individual/n7755143770,0168-1699,Computers and Electronics in Agriculture,Integrated Description of Agricultural Field Experiments and Production: a the Icasa Version 2.0 Data Standards
http://vivo.ufl.edu/individual/n3600279026,0748-7711,Journal of Rehabilitation Research and Development,Patient Repositioning and Pressure Ulcer Risk-Monitoring Interface Pressures of At-Risk Patients
http://vivo.ufl.edu/individual/n9162890145,1098-0121,Physical Review B,"Spin-Polarized Conductance in Double Quantum Dots: Interplay of Kondo, Zeeman, and Interference Effects"
http://vivo.ufl.edu/individual/n5573480399,0022-3042,Journal of Neurochemistry,Activation of the Lipoxin A4 Receptor Reduces Infarct Size and Neuroinflammation in a Rat Model of Ischemic Stroke
http://vivo.ufl.edu/individual/n8751540376,0958-0670,Experimental Physiology,"Tracheal Occlusion Conditioning Causes Stress, Anxiety and Neural State Changes in Conscious Rats"
http://vivo.ufl.edu/individual/n3097574182,0925-5273,International Journal of Production Economics,Rfid and Perishable Inventory Management With Shelf-Space and Freshness Dependent Demand
http://vivo.ufl.edu/individual/n6819206369,0029-5981,International Journal for Numerical Methods in Engineering,A Four-Node Corotational Quadrilateral Elastoplastic Shell Element Using Vectorial Rotational Variables
http://vivo.ufl.edu/individual/n8965727497,0253-3839,Journal of the Chinese Institute of Engineers,Simulation of Non-Gaussian Wind Pressure Fields On Domed Structures
http://vivo.ufl.edu/individual/n6417555708,0738-6729,Behavior Analyst,"A Look Back At ""Where Have All the Behaviorists Gone?"""
http://vivo.ufl.edu/individual/n8536863273,0031-9422,Phytochemistry,Fifty Years of Alkaloid Biosynthesis in Phytochemistry
http://vivo.ufl.edu/individual/n1238241472,0022-0973,Journal of Experimental Education,The Interactive Effects of Personal Achievement Goals and Performance Feedback in An Undergraduate Science Class
http://vivo.ufl.edu/individual/n546996354,1744-9561,Biology Letters,"Stable Isotope Canopy Effects for Sympatric Monkeys At Tai Forest, Cote D'Ivoire"
http://vivo.ufl.edu/individual/n4934447536,0160-9289,Clinical Cardiology,Mortality Implications of Angina and Blood Pressure in Hypertensive Patients With Coronary Artery Disease: New Data From Extended Follow-Up of the International Verapamil/Trandolapril Study (Invest)
http://vivo.ufl.edu/individual/n6411921246,2193-6331,Journal of Neurological Surgery Part B-Skull Base,The Extended Nasoseptal Flap for Skull Base Reconstruction of the Clival Region: An Anatomical and Radiological Study
http://vivo.ufl.edu/individual/n4605616826,0022-2801,Journal of Modern History,The Emergence of Jewish Ghettos During the Holocaust.
http://vivo.ufl.edu/individual/n7247274585,0002-9483,American Journal of Physical Anthropology,"Detection of Sickle Hemoglobin in Febrile Patients in Leogane, Haiti"
http://vivo.ufl.edu/individual/n7634051583,2156-7085,Biomedical Optics Express,Correction of Image Distortions in Endoscopic Optical Coherence Tomography Based On Two-Axis Scanning Mems Mirrors
http://vivo.ufl.edu/individual/n2495294992,0254-5330,Annals of Operations Research,A Lagrangian Relaxation Approach To Simultaneous Strategic and Tactical Planning in Supply Chain Design
http://vivo.ufl.edu/individual/n6901531710,1432-9840,Ecosystems,"A Multi-Objective, Return On Investment Analysis for Freshwater Conservation Planning"
http://vivo.ufl.edu/individual/n6490481352,1525-0016,Molecular Therapy,Intravenous Aav8-Mtm1 Prolongs Life and Ameliorates Severe Muscle Pathology in Mouse and Dog Models of X-Linked Myotubular Myopathy
http://vivo.ufl.edu/individual/n1963196945,0271-3683,Current Eye Research,Decreased Total Antioxidants in Patients With Primary Open Angle Glaucoma
http://vivo.ufl.edu/individual/n3064726584,1465-3249,Cytotherapy,Optimizing the Transduction Efficiency of Capsid-Modified Aav6 Serotype Vectors in Primary Human Hematopoietic Stem Cells in Vitro and in a Xenograft Mouse Model in Vivo
http://vivo.ufl.edu/individual/n1036886025,1096-7192,Molecular genetics and metabolism,Aggressive Therapy Improves Cirrhosis in Glycogen Storage Disease Type Ix
http://vivo.ufl.edu/individual/n7971675998,1357-2725,International Journal of Biochemistry and Cell Biology,Mitochondrial Dysfunction and Sarcopenia of Aging: From Signaling Pathways To Clinical Trials
http://vivo.ufl.edu/individual/n8766541137,0036-8075,Science,Assembly and Validation of the Genome of the Nonmodel Basal Angiosperm Amborella
http://vivo.ufl.edu/individual/n4514091947,0379-864X,Chemical Senses,Do Polymorphisms in the Tas1R1 Gene Contribute To Broader Differences in Human Taste Intensity?
http://vivo.ufl.edu/individual/n7680956152,0091-2700,The Journal of clinical pharmacology and new drugs,Feasibility of a Breath Test for Monitoring Adherence To Vaginal Administration of Antiretroviral Microbicide Gels
http://vivo.ufl.edu/individual/n8676796557,0028-3908,Neuropharmacology,Anti-Inflammatory Effects of Angiotensin-(1-7) in Ischemic Stroke
http://vivo.ufl.edu/individual/n4377463470,0022-3069,Journal of Neuropathology and Experimental Neurology,Strong Zeb1 Immunoreactivity in Idh1-Positive Infiltrating Gliomas: a Possible Link Between Tumorigenic Pathways?
http://vivo.ufl.edu/individual/n9071214077,1499-4046,Journal of Nutrition Education and Behavior,Adults in All Body Mass Index Categories Underestimate Daily Energy Requirements
http://vivo.ufl.edu/individual/n8080654759,1175-5326,Zootaxa,"Description of Schistonchus Altissimus N. Sp (Nematoda: Aphelenchoididae), An Associate of Ficus Altissima in China"
http://vivo.ufl.edu/individual/n8080654759,1175-5326,Zootaxa,"Description of Schistonchus Altissimus N. Sp (Nematoda: Aphelenchoididae), An Associate of Ficus Altissima in China"
http://vivo.ufl.edu/individual/n8791125790,1948-1985,Asian American Journal of Psychology,"South Asian Americans: Perceived Discrimination, Stress, and Well-Being"
http://vivo.ufl.edu/individual/n7301696392,0171-8630,Marine Ecology Progress Series,Dartfish Use Teredinid Tunnels in Fallen Mangrove Wood as a Low-Tide Refuge
http://vivo.ufl.edu/individual/n3422574365,0194-911X,Hypertension,What Are the Key Arguments Against Uric Acid as a True Risk Factor for Hypertension?
http://vivo.ufl.edu/individual/n2197045819,0004-637X,Astrophysical Journal,Galaxy Cluster Baryon Fractions Revisited
http://vivo.ufl.edu/individual/n1610515035,0261-5177,Tourism Management,Visual Destination Images of Peru: Comparative Content Analysis of Dmo and User-Generated Photography
http://vivo.ufl.edu/individual/n5413199382,1187-7863,Journal of Agricultural and Environmental Ethics,Crooked Stalks Cultivating Virtue in South India
http://vivo.ufl.edu/individual/n8749954631,0004-637X,Astrophysical Journal,Shards: An Optical Spectro-Photometric Survey of Distant Galaxies
http://vivo.ufl.edu/individual/n7650239553,0002-8614,Journal of the American Geriatrics Society,Prestroke Factors Associated With Poststroke Mortality and Recovery in Older Women in the Women's Health Initiative
http://vivo.ufl.edu/individual/n4963533290,0021-8669,Journal of Aircraft,Mean Loads From Wind-Tunnel Turbulence On Low-Aspect-Ratio Flat Plates
http://vivo.ufl.edu/individual/n3977875325,0025-7931,Respiration,Evidence-Based Review of the Management of Hepatic Hydrothorax
http://vivo.ufl.edu/individual/n5306155711,0260-8774,Journal of Food Engineering,High Hydrostatic Pressure Protection of a Pectinase Cocktail Against Thermal Inactivation
http://vivo.ufl.edu/individual/n8877399697,1615-147X,Structural and Multidisciplinary Optimization,Structural Optimization of Composite Structures With Limited Number of Element Properties
http://vivo.ufl.edu/individual/n1644864442,0025-7273,Medical History,Doctoring the Novel: Medicine and Quackery From Shelley To Doyle
http://vivo.ufl.edu/individual/n6137950343,0027-8874,Journal of the National Cancer Institute,Opportunities and Challenges in the Era of Molecularly Targeted Agents and Radiation Therapy
http://vivo.ufl.edu/individual/n6212331870,0938-1287,Shock Waves,Viscous Effects On the Non-Classical Rayleigh-Taylor Instability of Spherical Material Interfaces
http://vivo.ufl.edu/individual/n3758811395,0012-1797,Diabetes,Marked Expansion of Exocrine and Endocrine Pancreas With Incretin Therapy in Humans With Increased Exocrine Pancreas Dysplasia and the Potential for Glucagon-Producing Neuroendocrine Tumors
http://vivo.ufl.edu/individual/n5464827659,0038-4348,Southern Medical Journal,Association of Cardiac Disease and Alcohol Use With the Development of Severe Ciguatera
http://vivo.ufl.edu/individual/n3399994221,0065-7727,Abstracts of Papers of the American Chemical Society,Crystallization of Novel Ethylene-Halide Copolymers
http://vivo.ufl.edu/individual/n1908320947,1536-1276,IEEE Transactions On Wireless Communications,Energy-Optimal Mobile Cloud Computing Under Stochastic Wireless Channel
http://vivo.ufl.edu/individual/n9326657445,1385-8947,Chemical Engineering Journal,Sorption of Heavy Metals On Chitosan-Modified Biochars and Its Biological Effects
http://vivo.ufl.edu/individual/n4518766123,0021-8839,Journal of Apicultural Research,Standard Methods for Wax Moth Research
http://vivo.ufl.edu/individual/n8191967795,1878-8750,World Neurosurgery,Can We Rebuild the Human Brain? the Exciting Promise and Early Evidence That Stem Cells May Provide a Real Clinical Cure for Stroke in Humans
http://vivo.ufl.edu/individual/n3651473597,0012-1606,Developmental Biology,Ectopic Activation of the Canonical Wnt Signaling Pathway Affects Ectodermal Patterning Along the Primary Axis During Larval Development in the Anthozoan Nematostella Vectensis
http://vivo.ufl.edu/individual/n2344125476,0736-4679,Journal of Emergency Medicine,Prostatitis Or Prostatic Abscess
http://vivo.ufl.edu/individual/n9953403676,0160-7715,Journal of behavioral medicine,Characterizing the Psychological Distress Response Before and After a Cancer Diagnosis
http://vivo.ufl.edu/individual/n7266580613,1011-2367,Asian-Australasian Journal of Animal Sciences,Variance Components and Genetic Parameters for Milk Production and Lactation Pattern in An Ethiopian Multibreed Dairy Cattle Population
http://vivo.ufl.edu/individual/n114184,1465-9891,Journal of Substance Use,"The Relationship Between Protective Behavioral Strategies, Negative Alcohol-Related Consequences, and Social Fraternity and Sorority Membership Among U.S. College Students. "
http://vivo.ufl.edu/individual/n4271341423,1021-5506,Zoological Studies,"Locomotor Performance of Three Sympatric Species of Sea Kraits (Laticauda Spp.) From Orchid Island, Taiwan"
http://vivo.ufl.edu/individual/n7355453171,1475-6366,Journal of Enzyme Inhibition and Medicinal Chemistry,Structural Annotation of Human Carbonic Anhydrases
http://vivo.ufl.edu/individual/n1885897825,0885-8950,IEEE Transactions On Power Systems,Two-Stage Minimax Regret Robust Unit Commitment
http://vivo.ufl.edu/individual/n6247645119,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Meningiomas: a Retrospective Outcomes Analysis of a Single Institution Experience
http://vivo.ufl.edu/individual/n8295170930,0022-2275,Journal of Lipid Research,A Distal Enhancer Controls Cytokine-Dependent Human Cpla(2)Alpha Gene Expression
http://vivo.ufl.edu/individual/n1001355753,1866-6280,Environmental Earth Sciences,Evaluation of Mineral Substrates for in Situ Iron Removal From Groundwater
http://vivo.ufl.edu/individual/n8651684794,1042-7260,Journal of Zoo and Wildlife Medicine,Yolk Embolism Associated With Trauma in Vitellogenic Sea Turtles in Florida (Usa): a Review of 11 Cases
http://vivo.ufl.edu/individual/n5927104284,0018-5345,Hortscience,Ufge 7031 and Ufge 7080 Gerbera Cultivars
http://vivo.ufl.edu/individual/n6101600236,1462-2912,Environmental Microbiology,Post-Transcriptional Regulation On a Global Scale: Form and Function of Csr/Rsm Systems
http://vivo.ufl.edu/individual/n7885861729,0883-8542,Applied Engineering in Agriculture,Impact of Variable Rate Fertilization On Subsurface Water Contamination in Wild Blueberry Cropping System
http://vivo.ufl.edu/individual/n9070478901,0021-8812,Journal of Animal Science,Ephrin-A5 Promotes Bovine Muscle Progenitor Cell Migration Before Mitotic Activation
http://vivo.ufl.edu/individual/n3829778610,1932-6203,PLoS One,Evaluation of Lateral Spread of Transgene Expression Following Subretinal Aav-Mediated Gene Delivery in Dogs
http://vivo.ufl.edu/individual/n1932024473,0021-9606,The Journal of Chemical Physics,Potential Energy Curves Via Double Electron-Attachment Calculations: Dissociation of Alkali Metal Dimers
http://vivo.ufl.edu/individual/n2612827222,0002-8762,American Historical Review,"Democracy, Trade Unions and Political Violence in Spain: the Valencian Anarchist Movement, 1918-1936"
http://vivo.ufl.edu/individual/n8446338974,0732-183X,Journal of Clinical Oncology,Peers
http://vivo.ufl.edu/individual/n6460469129,0014-4886,Experimental Neurology,Molecular Biology of Epilepsy Genes
http://vivo.ufl.edu/individual/n6960026569,1932-6203,PLoS One,The Use of Census Migration Data To Approximate Human Movement Patterns Across Temporal Scales
http://vivo.ufl.edu/individual/n7428805576,0022-5347,Journal of Urology,Multiplex Protein Signature for the Detection of Bladder Cancer in Voided Urine Samples
http://vivo.ufl.edu/individual/n3144460129,0735-6757,The American journal of emergency medicine,Head Position Angles To Open the Upper Airway Differ Less With the Head Positioned On a Support
http://vivo.ufl.edu/individual/n52086164,0160-7383,Annals of Tourism Research,Modeling Sequential Tourist Flows: Where Is the Next Destination?
http://vivo.ufl.edu/individual/n3009990932,0002-9483,American Journal of Physical Anthropology,Preliminary Investigation of Forelimb Use Among Cercopithecoid Primates in Cote D'Ivoire's Tai Forest
http://vivo.ufl.edu/individual/n2915199763,1545-5009,Pediatric blood & cancer,Acns0831: a Children's Oncology Group Phase III Randomized Trial of Post-Radiation Chemotherapy in Patients With Newly Diagnosed Ependymoma Ages 1 To 21 Years
http://vivo.ufl.edu/individual/n5136637748,1388-0764,Journal of Nanoparticle Research,Effect of Surface Charge On the Colloidal Stability and in Vitro Uptake of Carboxymethyl Dextran-Coated Iron Oxide Nanoparticles
http://vivo.ufl.edu/individual/n8465066038,1044-5463,Journal of Child and Adolescent Psychopharmacology,Isopropylphenidate: An Ester Homolog of Methylphenidate With Sustained and Selective Dopaminergic Activity and Reduced Drug Interaction Liability
http://vivo.ufl.edu/individual/n3687582779,1058-8183,Veterinary Radiology & Ultrasound,Effect of Sevoflurane Anesthesia and Blood Donation On the Sonographic Appearance of the Spleen in 60 Healthy Cats
http://vivo.ufl.edu/individual/n539015156,0003-2700,Analytical Chemistry,Characterization of Phosphatidylcholine Oxidation Products By Maldi Msn
http://vivo.ufl.edu/individual/n6453064786,0021-8561,Journal of Agricultural and Food Chemistry,"Extraction of Dna From Orange Juice, and Detection of Bacterium Candidatus Liberibacter Asiaticus By Real-Time Pcr"
http://vivo.ufl.edu/individual/n9558771904,0035-8711,Monthly Notices of the Royal Astronomical Society,"The Average Absorption Properties of Broad Absorption Line Quasars At 800 < Lambda(Rest) < 3000 A, and the Underlying Physical Parameters"
http://vivo.ufl.edu/individual/n448396361,0002-9483,American Journal of Physical Anthropology,What Kind of Anthropologist American I? Boundary Crossings and the New One-Drop Rule
http://vivo.ufl.edu/individual/n568954057,0733-947X,Journal of Transportation Engineering-Asce,Development and Evaluation of Methods for Constructing Breakdown Probability Models
http://vivo.ufl.edu/individual/n568954057,0733-947X,Journal of Transportation Engineering-Asce,Development and Evaluation of Methods for Constructing Breakdown Probability Models
http://vivo.ufl.edu/individual/n8326134643,1079-5014,Journals of Gerontology Series B-Psychological Sciences and Social Sciences,Perception-Production Asymmetries in Homophone Spelling: the Unique Influence of Aging
http://vivo.ufl.edu/individual/n6084913299,0022-1899,Journal of Infectious Diseases,Cotrimoxazole as a Potential Effect Modifier of the Association Between Vitamin D Status and Risk of Opportunistic Infection Among Hiv-Infected Tanzanian Adults
http://vivo.ufl.edu/individual/n3239250991,1526-5900,Journal of Pain,Self-Reported Physical Activity Predicts Pain Inhibitory and Facilitatory Function
http://vivo.ufl.edu/individual/n316807949,0278-2391,Journal of Oral and Maxillofacial Surgery,Reconstruction of Orbitomaxillary Defects
http://vivo.ufl.edu/individual/n5960421886,0035-8711,Monthly Notices of the Royal Astronomical Society,Revisiting the Angular Momentum Growth of Protostructures Evolved From Non-Gaussian Initial Conditions
http://vivo.ufl.edu/individual/n2814741499,0004-637X,Astrophysical Journal,Cosmological Constraints From Sunyaev-Zel'Dovich-Selected Clusters With X-Ray Observations in the First 178 Deg(2) of the South Pole Telescope Survey
http://vivo.ufl.edu/individual/n3138247552,0021-8855,Journal of Applied Behavior Analysis,Therapist and Setting Influences On Functional Analysis Outcomes
http://vivo.ufl.edu/individual/n3275023949,0284-186X,Acta Oncologica,Proton Therapy in a Pediatric Patient With Stage III Hodgkin Lymphoma
http://vivo.ufl.edu/individual/n8080617110,0894-3214,Packaging Technology and Science,Comparison of New Dynamic Accumulation Method for Measuring Oxygen Transmission Rate of Packaging Against the Steady-State Method Described By Astm D3985
http://vivo.ufl.edu/individual/n2299621017,0148-396X,Neurosurgery,Mixed-Reality Simulation for Neurosurgical Procedures
http://vivo.ufl.edu/individual/n6328972284,2050-7526,Journal of Materials Chemistry C,Sb-Based Semiconductors for Low Power Electronics
http://vivo.ufl.edu/individual/n2766341285,0021-9797,Journal of Colloid and Interface Science,Self-Assembled Biomimetic Superhydrophobic Hierarchical Arrays
http://vivo.ufl.edu/individual/n5887992507,0884-8734,Journal of General Internal Medicine,The Malignant Truth About Hypercalcemia
http://vivo.ufl.edu/individual/n1475946772,1522-2055,North American Journal of Aquaculture,"Effects of Increasing Docosahexaenoic Acid (Dha) and Arachidonic Acid (Ara) in Brood Diets of Monodactylus Sebae On Fecundity, Egg and Larval Quality, and Egg Fatty Acid Composition"
http://vivo.ufl.edu/individual/n469639322,0959-4493,Veterinary Dermatology,Does Filaggrin Expression Correlate With Severity of Clinical Signs in Dogs With Atopic Dermatitis?
http://vivo.ufl.edu/individual/n6029868943,1380-3743,Molecular Breeding,"A Genome-Enabled, High-Throughput, and Multiplexed Fingerprinting Platform for Strawberry (Fragaria L.)"
http://vivo.ufl.edu/individual/n6410552997,0146-1672,Personality and Social Psychology Bulletin,Consider the Source: Persuasion of Implicit Evaluations Is Moderated By Source Credibility
http://vivo.ufl.edu/individual/n6452511237,1463-9076,Physical Chemistry Chemical Physics,Large-Scale Fabrication of Nanodimple Arrays for Surface-Enhanced Raman Scattering
http://vivo.ufl.edu/individual/n2568792771,0094-2405,Medical Physics,Distribution of Lung Tissue Hysteresis During Free Breathing
http://vivo.ufl.edu/individual/n481651750,1471-2407,BMC Cancer,Cd26 Expression On T-Anaplastic Large Cell Lymphoma (Alcl) Line Karpas 299 Is Associated With Increased Expression of Versican and Mt1-Mmp and Enhanced Adhesion
http://vivo.ufl.edu/individual/n4562496463,0013-5194,Electronics Letters,Highly Integrated Cmos Rf Spdt Switch With Esd and Unit Cell Optimisation in Mcm
http://vivo.ufl.edu/individual/n673448103,0013-936X,Environmental Science and Technology,Chirality Affects Aggregation Kinetics of Single-Walled Carbon Nanotubes
http://vivo.ufl.edu/individual/n5777672012,0002-9092,American Journal of Agricultural Economics,Encouraging Development: Randomized Encouragement Designs in Agriculture
http://vivo.ufl.edu/individual/n4068982044,0090-3493,Critical Care Medicine,Determination of Burn Patient Outcome By Large-Scale Quantitative Discovery Proteomics
http://vivo.ufl.edu/individual/n6276170644,0304-405X,Journal of Financial Economics,Do Personal Taxes Affect Capital Structure? Evidence From the 2003 Tax Cut
http://vivo.ufl.edu/individual/n9677830924,0895-9420,Journal of Aging & Social Policy,Do Medicaid Incentive Payments Boost Quality? Florida's Direct Care Staffing Adjustment Program
http://vivo.ufl.edu/individual/n7910035205,0142-1123,International Journal of Fatigue,Critical Stresses and Strains At the Spall Edge of a Case Hardened Bearing Due To Ball Impact
http://vivo.ufl.edu/individual/n5597943820,1550-1329,International Journal of Distributed Sensor Networks,Enhanced Mobile Multiple-Input Multiple-Output Underwater Acoustic Communications
http://vivo.ufl.edu/individual/n386918503,0021-8855,Journal of Applied Behavior Analysis,Thirty Years of Research On the Functional Analysis of Problem Behavior
http://vivo.ufl.edu/individual/n1908414605,0261-2194,Crop Protection,"The Effect of An Alternate Weed Host, Hairy Nightshade, Solanum Sarrachoides (Sendtner) On Green Peach Aphid Distribution and Potato Leafroll Virus Incidence in Pbtato Fields of the Pacific Northwest"
http://vivo.ufl.edu/individual/n7588452957,1932-6203,PLoS One,"Factors That Affect Proliferation of Salmonella in Tomatoes Post-Harvest: the Roles of Seasonal Effects, Irrigation Regime, Crop and Pathogen Genotype"
http://vivo.ufl.edu/individual/n3369743104,0022-1090,Journal of Financial and Quantitative Analysis,Where Have All the Ipos Gone?
http://vivo.ufl.edu/individual/n2584393454,1540-9996,Journal of Women's Health,"Transforming Women's Oral-Systemic Health Through Discovery, Development, and Delivery"
http://vivo.ufl.edu/individual/n9499196957,1083-8791,Biology of Blood and Marrow Transplantation,Association of Mannose Binding Lectin (Mbl) Levels and Invasive Fungal Disease (Ifd) in Hematologic Malignancy Patients Undergoing Hematopoietic Stem Cell Transplantation (Hsct) Or Receiving Chemotherapy
http://vivo.ufl.edu/individual/n1457688390,0194-911X,Hypertension,Genomic Association Analysis of Common Variants Influencing Antihypertensive Response To Hydrochlorothiazide
http://vivo.ufl.edu/individual/n8974233277,1542-9733,Birth Defects Research Part B-Developmental and Reproductive Toxicology,Ethanol Alters Proliferation and Differentiation of Normal and Chromosomally Abnormal Human Embryonic Stem Cell-Derived Neurospheres
http://vivo.ufl.edu/individual/n9693490683,1471-2148,BMC Evolutionary Biology,Potential Use of Low-Copy Nuclear Genes in Dna Barcoding: a Comparison With Plastid Genes in Two Hawaiian Plant Radiations
http://vivo.ufl.edu/individual/n6240589533,0043-1745,Weed Science,Impact of Soil Ph On Bahiagrass Competition With Giant Smutgrass (Sporobolus Indicus Var. Pyramidalis) and Small Smutgrass (Sporobolus Indicus Var. Indicus)
http://vivo.ufl.edu/individual/n7257947854,0194-911X,Hypertension,"Pharmacogenomic Association of Nonsynonymous Snps in Siglec12, A1Bg, and the Selectin Region and Cardiovascular Outcomes"
http://vivo.ufl.edu/individual/n5816630530,1945-0265,Genetic Testing and Molecular Biomarkers,Genetic Variation of Tlr2 and Tlr4 Among the Saudi Arabian Population: Insight Into the Evolutionary Dynamics of the Arabian Peninsula
http://vivo.ufl.edu/individual/n1703757517,1439-6319,European Journal of Applied Physiology,"Oxygen Consumption, Oxygen Cost, Heart Rate, and Perceived Effort During Split-Belt Treadmill Walking in Young Healthy Adults"
http://vivo.ufl.edu/individual/n42809584,0031-9007,Physical Review Letters,Giant Molecular Magnetocapacitance
http://vivo.ufl.edu/individual/n5687303534,0022-3077,Journal of Neurophysiology,Modular Control of Varied Locomotor Tasks in Children With Incomplete Spinal Cord Injuries
http://vivo.ufl.edu/individual/n8832073715,1807-5932,Clinics,Update in the Evaluation of the Azoospermic Male
http://vivo.ufl.edu/individual/n7291808507,1083-8791,Biology of Blood and Marrow Transplantation,Continuous Infusion Cyclophosphamide and Low Dose Total Body Irradiation (Cicy/Ldtbi) as a Conditioning Regimen for Tandem Autologous Transplant in Multiple Myeloma
http://vivo.ufl.edu/individual/n4269001968,1382-6905,Journal of Combinatorial Optimization,Computational Risk Management Techniques for Fixed Charge Network Flow Problems With Uncertain Arc Failures
http://vivo.ufl.edu/individual/n1940241922,0952-3871,Journal of Human Nutrition and Dietetics,"A Reduced-Energy Intake, Well-Balanced Diet Improves Weight Control in Children With Prader-Willi Syndrome"
http://vivo.ufl.edu/individual/n781632646,0022-0345,Journal of Dental Research,Oral Arginine Metabolism May Decrease the Risk for Dental Caries in Children
http://vivo.ufl.edu/individual/n7248857089,1944-8244,ACS Applied Materials and Interfaces,Antimicrobial Activity of Cationic Conjugated Polyelectrolytes and Oligomers Against Saccharomyces Cerevisiae Vegetative Cells and Ascospores
http://vivo.ufl.edu/individual/n6841761299,0031-949X,Phytopathology,"Fusarium Symbionts of An Ambrosia Beetle (Euwallacea Sp.) in Southern Florida Are Pathogens of Avocado, Persea Americana"
http://vivo.ufl.edu/individual/n1904855619,1715-5312,"Applied Physiology, Nutrition, and Metabolism",Effect of 10-Day Forced Treadmill Training On Neurotrophic Factors in Experimental Autoimmune Encephalomyelitis
http://vivo.ufl.edu/individual/n5218131408,0278-4343,Continental Shelf Research,"Historical Variability in Past Phytoplankton Abundance and Composition in Doubtful Sound, New Zealand"
http://vivo.ufl.edu/individual/n6456871580,0143-2885,International Endodontic Journal,Pathogenicity of Exopolysaccharide-Producing Actinomyces Oris Isolated From An Apical Abscess Lesion
http://vivo.ufl.edu/individual/n9274047759,0195-668X,European Heart Journal,"Mr-Impact Ii: Magnetic Resonance Imaging for Myocardial Perfusion Assessment in Coronary Artery Disease Trial: Perfusion-Cardiac Magnetic Resonance Vs. Single-Photon Emission Computed Tomography for the Detection of Coronary Artery Disease: a Comparative Multicentre, Multivendor Trial"
http://vivo.ufl.edu/individual/n451500844,1077-6990,Journalism and Mass Communication Quarterly,The Root of Journalistic Plagiarism: Contested Attribution Beliefs
http://vivo.ufl.edu/individual/n6205606859,1932-6203,PLoS One,Prolonged Mechanical Ventilation Alters the Expression Pattern of Angio-Neogenetic Factors in a Pre-Clinical Rat Model
http://vivo.ufl.edu/individual/n7866946616,1046-2023,Methods,Is There Value in Plasma Cytokine Measurements in Patients With Severe Trauma and Sepsis?
http://vivo.ufl.edu/individual/n6598026381,0004-637X,Astrophysical Journal,"Alma Observations of Spt-Discovered, Strongly Lensed, Dusty, Star-Forming Galaxies"
http://vivo.ufl.edu/individual/n2345891599,0006-2960,Biochemistry,Cholesterol-Mediated Conformational Changes in the Steroidogenic Acute Regulatory Protein Are Essential for Steroidogenesis
http://vivo.ufl.edu/individual/n3375221871,0169-4332,Applied Surface Science,Low Temperature Wet Etching To Reveal Sub-Surface Damage in Sapphire Substrates
http://vivo.ufl.edu/individual/n8660435227,0002-9459,American Journal of Pharmaceutical Education,Preparation of Faculty Members and Students To Be Citizen Leaders and Pharmacy Advocates
http://vivo.ufl.edu/individual/n6810332528,0003-2999,Anesthesia and Analgesia,A Comparison of 4 Airway Devices On Cervical Spine Alignment in Cadaver Models of Global Ligamentous Instability At C1-2
http://vivo.ufl.edu/individual/n5924853573,0065-7727,Abstracts of Papers of the American Chemical Society,Solution-Phase Synthesis of Rolloamide B
http://vivo.ufl.edu/individual/n173271475,0743-7463,Langmuir,Dlvo Interactions of Carbon Nanotubes With Isotropic Planar Surfaces
http://vivo.ufl.edu/individual/n1017095272,0169-3298,Surveys in Geophysics,The Physics of Lightning
http://vivo.ufl.edu/individual/n5667687740,0361-6274,Health Care Management Review,The Effects of Nurse Staffing On Hospital Financial Performance: Competitive Versus Less Competitive Markets
http://vivo.ufl.edu/individual/n6873994809,1932-6203,PLoS One,Genome-Wide Association Mapping for Identification of Quantitative Trait Loci for Rectal Temperature During Heat Stress in Holstein Cattle
http://vivo.ufl.edu/individual/n4834441549,0021-9738,Journal of Clinical Investigation,Mitochondrial Ros Deficiency and Diabetic Complications: Amp{[}K]-Lifying the Adaptation To Hyperglycemia
http://vivo.ufl.edu/individual/n4968703000,0971-7811,Journal of Plant Biochemistry and Biotechnology,Molecular Detection of Candidatus Phytoplasma Spp. Causing Witches' Broom Disease of Acid Lime (Citrus Aurantifolia) in India
http://vivo.ufl.edu/individual/n6000172843,0306-2619,Applied Energy,An Experimental Evaluation of An Integrated Biomass Gasification and Power Generation System for Distributed Power Applications
http://vivo.ufl.edu/individual/n1908302266,1530-8669,Wireless Communications and Mobile Computing,Frequency Shift Filter-Based Multi-Carrier Transceiver
