uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n388324843,0004-637X,Astrophysical Journal,The Acs Survey of Galactic Globular Clusters. Xi. the Three-Dimensional Orientation of the Sagittarius Dwarf Spheroidal Galaxy and Its Globular Clusters
http://vivo.ufl.edu/individual/n6432308257,1070-5511,Structural Equation Modeling-a Multidisciplinary Journal,"Estimating Latent Variable Interactions With the Unconstrained Approach: a Comparison of Methods To Form Product Indicators for Large, Unequal Numbers of Items"
http://vivo.ufl.edu/individual/n5916978209,0002-7863,Journal of the American Chemical Society,Low-Bandgap Donor-Acceptor Conjugated Polymer Sensitizers for Dye-Sensitized Solar Cells
http://vivo.ufl.edu/individual/n5839509582,0022-1694,Journal of Hydrology,Complementary Effects of Surface Water and Groundwater On Soil Moisture Dynamics in a Degraded Coastal Floodplain Forest
http://vivo.ufl.edu/individual/n5839509582,0022-1694,Journal of Hydrology,Complementary Effects of Surface Water and Groundwater On Soil Moisture Dynamics in a Degraded Coastal Floodplain Forest
http://vivo.ufl.edu/individual/n8741692760,0022-2437,Journal of Marketing Research,Network Effects and Personal Influences: the Diffusion of An Online Social Network
http://vivo.ufl.edu/individual/n6131625339,1098-0121,Physical Review B,In Situ Measurements of the Optical Absorption of Dioxythiophene-Based Conjugated Polymers
http://vivo.ufl.edu/individual/n9314127366,0002-9343,American Journal of Medicine,Harmful Effects of Nsaids Among Patients With Hypertension and Coronary Artery Disease
http://vivo.ufl.edu/individual/n658122126,1524-6175,The journal of clinical hypertension,Identification and Management of Albuminuria in the Primary Care Setting
http://vivo.ufl.edu/individual/n7216894251,0169-2046,Landscape and Urban Planning,Conserving Urban Biodiversity? Creating Green Infrastructure Is Only the First Step
http://vivo.ufl.edu/individual/n2949834150,0006-3223,Biological Psychiatry,"Aversive Imagery in Panic Disorder: Agoraphobia Severity, Comorbidity, and Defensive Physiology"
http://vivo.ufl.edu/individual/n275635290,1528-3542,Emotion,Emotional State Affects the Initiation of Forward Gait
http://vivo.ufl.edu/individual/n6028032244,1071-1023,Journal of Vacuum Science and Technology B,Effects of Proton Irradiation On Dc Characteristics of Inaln/Gan High Electron Mobility Transistors
http://vivo.ufl.edu/individual/n6104537760,1463-5216,Veterinary Ophthalmology,A Survey of Ocular Abnormalities in Miniature Horses
http://vivo.ufl.edu/individual/n800584005,1381-6128,Current Pharmaceutical Design,Obesity in China: What Are the Causes?
http://vivo.ufl.edu/individual/n2504054640,0022-0345,Journal of Dental Research,Local Inflammatory Markers and Systemic Endotoxin in Aggressive Periodontitis
http://vivo.ufl.edu/individual/n3824209641,1545-9683,Neurorehabilitation and Neural Repair,Distributed Versus Focal Cortical Stimulation To Enhance Motor Function and Motor Map Plasticity in a Rodent Model of Ischemia
http://vivo.ufl.edu/individual/n4491090917,0140-7783,Journal of Veterinary Pharmacology and Therapeutics,An Interlaboratory Study of the Pharmacokinetics of Testosterone Following Intramuscular Administration To Thoroughbred Horses
http://vivo.ufl.edu/individual/n1599398636,0883-7694,Mrs Bulletin,Biofilms as Complex Fluids
http://vivo.ufl.edu/individual/n4118309795,1522-8517,Neuro-Oncology,Combined Myxoma Virotherapy With Rapamycin Targeting Brain Tumor-Initiating Cells
http://vivo.ufl.edu/individual/n9207756497,0094-4289,Journal of Engineering Materials and Technology-Transactions of the Asme,Inverse Method for Estimating Resistivity of Carbon Fiber Composite Structures
http://vivo.ufl.edu/individual/n3139909834,0741-5214,Journal of Vascular Surgery,Impact of Surgeon Practice Pattern in Shunt Use During Cea for Contralateral Carotid Occlusion
http://vivo.ufl.edu/individual/n981072299,0896-3746,Infants and Young Children,Development and Initial Validation of a Professional Development Intervention To Enhance the Quality of Individualized Family Service Plans
http://vivo.ufl.edu/individual/n3444981537,0722-4028,Coral Reefs,"Isotopic Signatures, Foraging Habitats and Trophic Relationships Between Fish and Seasnakes On the Coral Reefs of New Caledonia"
http://vivo.ufl.edu/individual/n2600217667,1110-662X,International Journal of Photoenergy,Photoemission Spectroscopy Characterization of Attempts To Deposit Moo(2) Thin Film
http://vivo.ufl.edu/individual/n2397261547,0090-3558,Journal of Wildlife Diseases,Survey of Haircoat Fungal Flora for the Presence of Dermatophytes in a Population of White-Tailed Deer (Odocoileus Virginianus) in Virginia
http://vivo.ufl.edu/individual/n8461395446,1054-5476,In Vitro Cellular and Developmental Biology-Plant,Biodiversity Conservation and Conservation Biotechnology Tools
http://vivo.ufl.edu/individual/n6994411884,1080-6040,Emerging Infectious Diseases,Recent Clonal Origin of Cholera in Haiti
http://vivo.ufl.edu/individual/n1855712272,1618-2510,Statistical Methods and Applications,"Rejoinder To the Discussion of ""Sampling Schemes for Generalized Linear Dirichlet Process Random Effects Models"""
http://vivo.ufl.edu/individual/n5502807532,0031-949X,Phytopathology,The Effect of Phase Variation On the Interaction of Salmonella Enterica Sv. Typhimurium With Tomatoes
http://vivo.ufl.edu/individual/n3023974093,1084-4309,Acm Transactions On Design Automation of Electronic Systems,Thread Warping: Dynamic and Transparent Synthesis of Thread Accelerators
http://vivo.ufl.edu/individual/n4408560309,0022-5282,Journal of Trauma,"Blunt Traumatic Occult Pneumothorax: Is Observation Safe?-Results of a Prospective, Aast Multicenter Study"
http://vivo.ufl.edu/individual/n8710876147,1932-6203,PLoS One,Role of the Mitochondria in Immune-Mediated Apoptotic Death of the Human Pancreatic Beta Cell Line Beta Lox5
http://vivo.ufl.edu/individual/n7226024350,0022-3468,Journal of Pediatric Surgery,Guidelines for Surveys of the American Pediatric Surgical Association
http://vivo.ufl.edu/individual/n9218296334,0014-4819,Experimental Brain Research,Force Control Deficits in Chronic Stroke: Grip Formation and Release Phases
http://vivo.ufl.edu/individual/n1299345809,1933-7191,Reproductive Sciences,The Regulatory Function of Mir-25-93-106 Cluster On Target Genes Expression Differs in Myometrial and Leiomyoma Smooth Muscle Cells and Compared To Transformed Leiomyoma Cells and Sklm
http://vivo.ufl.edu/individual/n2321153153,0003-3219,The Angle orthodontist,The Relationship Between Temporomandibular Joint Disk Displacement and Mandibular Asymmetry in Skeletal Class III Patients
http://vivo.ufl.edu/individual/n4527344457,1074-5521,Chemistry and Biology,Structural Basis for Phosphopantetheinyl Carrier Domain Interactions in the Terminal Module of Nonribosomal Peptide Synthetases
http://vivo.ufl.edu/individual/n8713946541,0013-791X,Engineering Economist,Case Study: Transport Carrier Replacement Analysis
http://vivo.ufl.edu/individual/n3672526412,0021-8855,Journal of Applied Behavior Analysis,An Evaluation of the Good Behavior Game in Kindergarten Classrooms
http://vivo.ufl.edu/individual/n6041660278,1939-7291,Invasive Plant Science and Management,Geographic Origins and Genetic Diversity of Air-Potato (Dioscorea Bulbifera) in Florida
http://vivo.ufl.edu/individual/n360560322,0735-1097,Journal of the American College of Cardiology,Impact of Gastric Acid-Suppressing Therapies On Platelet Reactivity in Patients With Coronary Artery Disease Treated With Clopidogrel Results of a Pharmacodynamic Study
http://vivo.ufl.edu/individual/n8689230843,1353-8020,Parkinsonism & related disorders,Management of the Hospitalized Patient With Parkinson's Disease: Current State of the Field and Need for Guidelines
http://vivo.ufl.edu/individual/n5159969130,1176-6328,Neuropsychiatric Disease and Treatment,An in Vitro Evaluation of Guanfacine as a Substrate for P-Glycoprotein
http://vivo.ufl.edu/individual/n4655392380,0270-9139,Higher Education Policy,Transarterial Chemoembolization (Tace) for Hepatocellular Carcinoma - Comparison Between Conventional Technique and Drug Eluting Beads
http://vivo.ufl.edu/individual/n4436964993,0094-0143,Urologic Clinics of North America,Recovery of Erectile Function After Robotic Prostatectomy: Evidence-Based Outcomes
http://vivo.ufl.edu/individual/n4959954585,0031-949X,Phytopathology,Characterization of Qoi Resistant Isolates in Alternaria Alternata Causing Alternaria Brown Spot in Citrus
http://vivo.ufl.edu/individual/n4599969102,1572-5286,Discrete Optimization,A Polyhedral Study On 0-1 Knapsack Problems With Disjoint Cardinality Constraints: Strong Valid Inequalities By Sequence-Independent Lifting
http://vivo.ufl.edu/individual/n7102219417,0889-5406,American Journal of Orthodontics and Dentofacial Orthopedics,Method To Classify Dental Arch Forms
http://vivo.ufl.edu/individual/n9584603220,0098-6283,Teaching of Psychology,Effectiveness of An Online Graduate Preparation Program
http://vivo.ufl.edu/individual/n9364087229,0012-1797,Diabetes,Mt-Nd2(A) Modifies Resistance Against Autoimmune Type 1 Diabetes in Nod Mice At the Level of the Pancreatic Beta-Cell
http://vivo.ufl.edu/individual/n243363470,0887-3585,Proteins-Structure Function and Bioinformatics,Structural Studies of the Nudix Gdp-Mannose Hydrolase From E. Coli Reveals a New Motif for Mannose Recognition
http://vivo.ufl.edu/individual/n8361057654,8755-6863,Pediatric pulmonology,Tlr5 Activation/Il-1B Signaling and Asparagine Endopeptidase Activation: a New Pathway for Alveolar Macrophage Phagocytosis and Bacterial Killing of Pseudomonas Aeruginosa
http://vivo.ufl.edu/individual/n4620313328,1617-1381,Journal for Nature Conservation,Responses By Households To Resource Scarcity and Human-Wildlife Conflict: Issues of Fortress Conservation and the Surrounding Agricultural Landscape
http://vivo.ufl.edu/individual/n7110288827,0885-3177,Pancreas,"Efficacy of a Novel Pancreatic Enzyme Product, Eur-1008 (Zenpep), in Patients With Exocrine Pancreatic Insufficiency Due To Chronic Pancreatitis"
http://vivo.ufl.edu/individual/n3201243080,1553-7390,Plos Genetics,Transcription Is Required To Establish Maternal Imprinting At the Prader-Willi Syndrome and Angelman Syndrome Locus
http://vivo.ufl.edu/individual/n8778772563,0005-2736,Biochimica Et Biophysica Acta-Biomembranes,The Pore Properties of Human Nociceptor Channel Trpa1 Evaluated in Single Channel Recordings
http://vivo.ufl.edu/individual/n631479953,1385-1314,Nutrient Cycling in Agroecosystems,Land-Use Impact On Soil Solution Constituents From An Ultisol of North Florida
http://vivo.ufl.edu/individual/n8758491694,0021-8790,Journal of Animal Ecology,Heating Up Relations Between Cold Fish: Competition Modifies Responses To Climate Change
http://vivo.ufl.edu/individual/n840591394,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Peer Review System: Ensuring Quality Care for Radiation Therapy Patients
http://vivo.ufl.edu/individual/n6505406279,1559-047X,Journal of Burn Care and Research,Clinically Significant Venous Thromboembolic Complications in Burn Patients Receiving Unfractionated Heparin Or Enoxaparin as Prophylaxis
http://vivo.ufl.edu/individual/n8662987040,0883-4237,Statistical Science,A Short History of Markov Chain Monte Carlo: Subjective Recollections From Incomplete Data
http://vivo.ufl.edu/individual/n4377377386,0013-4686,Electrochimica Acta,Impedance of Blocking Electrodes Having Parallel Cylindrical Pores With Distributed Radii
http://vivo.ufl.edu/individual/n4080060439,0002-9459,American Journal of Pharmaceutical Education,Redesign of a Pediatric Pharmacotherapy Elective Course To Accommodate Budget Reductions
http://vivo.ufl.edu/individual/n4158225633,0031-949X,Phytopathology,Weeds and Insects With Potential as Hosts and Vectors of Disease Agents Prevalent On Shaded Coffee Plantations in Two Localities of Puerto Rico
http://vivo.ufl.edu/individual/n4170458714,0921-5093,Materials Science and Engineering A-Structural Materials Properties Microstructure and Processing,Grain-Boundary Activated Pyramidal Dislocations in Nano-Textured Mg By Molecular Dynamics Simulation
http://vivo.ufl.edu/individual/n2711681241,1471-2105,BMC Bioinformatics,Maximum Likelihood Models and Algorithms for Gene Tree Evolution With Duplications and Losses
http://vivo.ufl.edu/individual/n3449857820,0065-7727,Abstracts of Papers of the American Chemical Society,Operation Pollinator: Positive Action for Pollinators
http://vivo.ufl.edu/individual/n1436104098,1523-3774,Current Rheumatology Reports,Clonidine Extended Release in the Treatment of Attention-Deficit/Hyperactivity Disorder
http://vivo.ufl.edu/individual/n4415124403,0022-1767,Journal of Immunology,Mechanistic Role of Microrna-146a in Endotoxin-Induced Differential Cross-Regulation of Tlr Signaling
http://vivo.ufl.edu/individual/n4593013236,0065-7727,Abstracts of Papers of the American Chemical Society,Differential Potency and Substrate Kinetics of Acetylcholinesterase Peripheral Site Ligands: the Molecular Basis of Selectivity for Anopheles Gambiae Mosquitoes
http://vivo.ufl.edu/individual/n9940746923,1470-1626,Reproduction,"Conceptus-Mediated Endometrial Vascular Changes During Early Pregnancy in Mares: An Anatomic, Histomorphometric, and Vascular Endothelial Growth Factor Receptor System Immunolocalization and Gene Expression Study"
http://vivo.ufl.edu/individual/n1423391190,0022-328X,Journal of Organometallic Chemistry,Synthesis and Characterization of Kappa-2-Bis-N-Heterocyclic Carbene Rhodium( I) Catalysts: Application in Enantioselective Arylboronic Acid Addition To Cyclohex-2-Enones
http://vivo.ufl.edu/individual/n9721318769,1355-4794,Neurocase,Unilateral Right Anterior Capsulotomy for Refractory Major Depression With Comorbid Obsessive-Compulsive Disorder
http://vivo.ufl.edu/individual/n7337960163,0899-1561,Journal of Materials in Civil Engineering,Sulfate Attack On Concrete: Effect of Partial Immersion
http://vivo.ufl.edu/individual/n9874697609,0028-0836,Nature,Increased Soil Emissions of Potent Greenhouse Gases Under Increased Atmospheric Co(2)
http://vivo.ufl.edu/individual/n6217957706,1094-5539,Pulmonary pharmacology & therapeutics,Up-Regulation of Arginase II Contributes To Pulmonary Vascular Endothelial Cell Dysfunction During Experimental Pulmonary Embolism
http://vivo.ufl.edu/individual/n4377822641,1932-6203,PLoS One,Mtf-1-Mediated Repression of the Zinc Transporter Zip10 Is Alleviated By Zinc Restriction
http://vivo.ufl.edu/individual/n3073546399,0924-4247,Sensors and Actuators A-Physical,A Piezoelectric Unimorph Actuator Based Tip-Tilt-Piston Micromirror With High Fill Factor and Small Tilt and Lateral Shift
http://vivo.ufl.edu/individual/n9430625705,1948-7193,Acs Chemical Neuroscience,In Vitro Selection of Dna Aptamers To Glioblastoma Multiforme
http://vivo.ufl.edu/individual/n7877442247,0363-6119,"American Journal of Physiology: Regulatory, Integrative and Comparative Physiology",Aging and Exercise Training Reduce Testes Microvascular Po(2) and Alter Vasoconstrictor Responsiveness in Testicular Arterioles
http://vivo.ufl.edu/individual/n288960634,0002-7863,Journal of the American Chemical Society,Selective Binding of O(2) Over N(2) in a Redox-Active Metal-Organic Framework With Open Iron(Ii) Coordination Sites
http://vivo.ufl.edu/individual/n4536059515,0006-3207,Biological Conservation,Bird Species Abundance-Occupancy Patterns and Sensitivity To Forest Fragmentation: Implications for Conservation in the Brazilian Atlantic Forest
http://vivo.ufl.edu/individual/n7793195235,0022-5282,Journal of Trauma,Removing a Patient From the Spine Board: Is the Lift and Slide Safer Than the Log Roll?
http://vivo.ufl.edu/individual/n674201857,0014-4894,Experimental Parasitology,The Role of Pvs28 in Sporozoite Development in Anopheles Sinensis and Its Longevity in Balb/C Mice
http://vivo.ufl.edu/individual/n2970797511,0028-646X,The new phytologist,Sensitivity of Leaf Size and Shape To Climate: Global Patterns and Paleoclimatic Applications
http://vivo.ufl.edu/individual/n7721914739,0022-4804,The Journal of surgical research,Association for Academic Surgery Occurrence of Crohn'S Disease in Children After Total Colectomy for Ulcerative Colitis
http://vivo.ufl.edu/individual/n9486845133,0016-3287,Futures,The Interdisciplinarity of Evolutionary Approaches To Human Behavior: a Key To Survival in the Ivory Archipelago
http://vivo.ufl.edu/individual/n7878777378,1759-5061,Nature Reviews Nephrology,Endothelial Dysfunction as a Potential Contributor in Diabetic Nephropathy
http://vivo.ufl.edu/individual/n6222419810,0022-5002,Journal of the Experimental Analysis of Behavior,Requiem for My Lovely
http://vivo.ufl.edu/individual/n7099768470,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Glass-Like Dynamics of Collective Cell Migration
http://vivo.ufl.edu/individual/n9394572167,1531-1309,IEEE Microwave and Wireless Components Letters,"A Three Stage, Fully Differential 128-157 Ghz Cmos Amplifier With Wide Band Matching"
http://vivo.ufl.edu/individual/n5919549225,0947-8396,Applied Physics A-Materials Science and Processing,Theoretical Predictions of Morphotropic Phase Boundary in (1-X)Na(1/2)Bi(1/2)Tio(3)-Xbatio(3) By First-Principle Calculations
http://vivo.ufl.edu/individual/n2606441311,0028-3878,Neurology,Pilot Trial of Iom Duty Hour Recommendations in Neurology Residency Programs Unintended Consequences
http://vivo.ufl.edu/individual/n7310538202,0266-0032,Soil Use and Management,Soil Organic Carbon and Nutrient Content in Aggregate-Size Fractions of a Subtropical Rice Soil Under Variable Tillage
http://vivo.ufl.edu/individual/n368408180,1053-8712,Journal of Child Sexual Abuse,Conducting the Medical History
http://vivo.ufl.edu/individual/n7286584704,0897-4756,Chemistry of Materials,Donor-Acceptor-Donor-Based Pi-Conjugated Oligomers for Nonlinear Optics and Near-Ir Emission
http://vivo.ufl.edu/individual/n6522507125,0148-7043,Annals of Plastic Surgery,"Anterolateral Thigh Free Flap for ""Head-To-Toe"" Reconstruction"
http://vivo.ufl.edu/individual/n8684482153,1971-7458,Iforest-Biogeosciences and Forestry,Approaches To Classifying and Restoring Degraded Tropical Forests for the Anticipated Redd Plus Climate Change Mitigation Mechanism
http://vivo.ufl.edu/individual/n6540962512,0022-2275,Journal of Lipid Research,Association of Anti-Oxidized Ldl and Candidate Genes With Severity of Coronary Stenosis in the Women's Ischemia Syndrome Evaluation Study
http://vivo.ufl.edu/individual/n3740212779,1040-3590,Psychological assessment,An Abbreviated Tool for Assessing Feminine Norm Conformity: Psychometric Properties of the Conformity To Feminine Norms Inventory-45
http://vivo.ufl.edu/individual/n4042488852,0022-2372,Journal of Mammalogy,Influence of Population Density and Climate On the Demography of Subalpine Golden-Mantled Ground Squirrels
http://vivo.ufl.edu/individual/n3612678735,1545-5009,Pediatric blood & cancer,Lack of Clinical Trial Availability for Leukemia and Lymphoma Patients Age 15-17 Years in the United States and Canada
http://vivo.ufl.edu/individual/n3734335771,0038-4348,Southern Medical Journal,Recent Diabetes Issues Affecting the Primary Care Clinician
http://vivo.ufl.edu/individual/n7657111641,1541-2040,Youth Violence and Juvenile Justice,Does Alcohol Use Predict Violent Behaviors? the Relationship Between Alcohol Use and Violence in a Nationally Representative Longitudinal Sample
http://vivo.ufl.edu/individual/n3059248864,1398-9219,Traffic,Chlamydia Trachomatis Infection Causes Mitotic Spindle Pole Defects Independently From Its Effects On Centrosome Amplification
http://vivo.ufl.edu/individual/n6023212917,0014-2921,European Economic Review,Quality Heterogeneity and Global Economic Growth
http://vivo.ufl.edu/individual/n7728273881,1226-8615,Journal of Asia-Pacific Entomology,"Lecithoceridae (Lepidoptera: Gelechioidea) of New Guinea: Part Ii. Hamatina Gen. Nov., With Descriptions of Four New Species"
http://vivo.ufl.edu/individual/n2029088356,0090-5364,Annals of Statistics,Computational Approaches for Empirical Bayes Methods and Bayesian Sensitivity Analysis
http://vivo.ufl.edu/individual/n3501217866,1098-0121,Physical Review B,Inelastic Neutron and X-Ray Scattering as Probes of the Sign Structure of the Superconducting Gap in Iron Pnictides
http://vivo.ufl.edu/individual/n3945990236,1932-6203,PLoS One,An Inserted Alpha/Beta Subdomain Shapes the Catalytic Pocket of Lactobacillus Johnsonii Cinnamoyl Esterase
http://vivo.ufl.edu/individual/n7937404111,0022-2011,Journal of Invertebrate Pathology,"Substrate Modulation, Group Effects and the Behavioral Responses of Entomopathogenic Nematodes To Nematophagous Fungi"
http://vivo.ufl.edu/individual/n6747600033,0304-3800,Ecological Modelling,Can Emergy Sustainability Index Be Improved? a Response To Harizaj
http://vivo.ufl.edu/individual/n7419632028,0741-3106,IEEE Electron Device Letters,A Floating-Body/Gate Dram Cell Upgraded for Long Retention Time
http://vivo.ufl.edu/individual/n4178465240,0006-8950,Brain,New Gene of Spinocerebellar Ataxia
http://vivo.ufl.edu/individual/n8241891591,1568-7767,Phytochemistry Reviews,Blockage of Chloride Channels and Anion Transporters With Pesticidal Natural Products and Their Synthetic Analogs
http://vivo.ufl.edu/individual/n8029763550,0020-8841,International Sugar Journal,Response of Giant Reed To Postemergence Sugarcane Grass Herbicides
http://vivo.ufl.edu/individual/n2164785153,1098-0121,Physical Review B,"Scaling, Bounds, and Inequalities for the Noninteracting Density Functionals At Finite Temperature"
http://vivo.ufl.edu/individual/n4391262176,1471-4892,Current Opinion in Pharmacology,The Use of Multiscale Systems Biology Approaches To Facilitate Understanding of Complex Control Systems for Airway Protection
http://vivo.ufl.edu/individual/n4948691252,0067-0049,Astrophysical Journal Supplement Series,The Galactic Census of High- and Medium-Mass Protostars. I. Catalogs and First Results From Mopra Hco+ Maps
http://vivo.ufl.edu/individual/n3626543125,0735-1097,Journal of the American College of Cardiology,Genetic Warfarin Dosing Tables Versus Algorithms
http://vivo.ufl.edu/individual/n4574813562,1541-7786,Molecular Cancer Research,"Alpha B-Crystallin, An Effector of Unfolded Protein Response, Confers Anti-Vegf Resistance To Breast Cancer Via Maintenance of Intracrine Vegf in Endothelial Cells"
http://vivo.ufl.edu/individual/n4699057887,1552-6100,Journal of Green Building,Assessing the Job Creation Potential of Energy Conservation Investments
http://vivo.ufl.edu/individual/n1074621579,1053-8119,NeuroImage,A Pilot Study of Human Brain Tissue Post-Magnetic Resonance Imaging: Information From the National Deep Brain Stimulation Brain Tissue Network (Dbs-Btn)
http://vivo.ufl.edu/individual/n4897988030,0049-7878,Womens Studies-An Interdisciplinary Journal,"Philatelic Feminism: the Portrayal of Women On Stamps of Argentina, Colombia, Cuba, and the United States (1893-2006)"
http://vivo.ufl.edu/individual/n7062450636,2041-1006,Molecular Oral Microbiology,Interaction of Oral Bacteria With Gingival Epithelial Cell Multilayers
http://vivo.ufl.edu/individual/n7712536190,1070-6631,Physics of Fluids,A Study of Similarity Solutions for Laminar Swirling Axisymmetric Flows With Both Buoyancy and Initial Momentum Flux
http://vivo.ufl.edu/individual/n1805041856,1931-7573,Nanoscale Research Letters,Negative Pressure Characteristics of An Evaporating Meniscus At Nanoscale
http://vivo.ufl.edu/individual/n3395547946,0022-2011,Journal of Invertebrate Pathology,"Entomopathogenic Nematodes, Phoretic Paenibacillus Spp., and the Use of Real Time Quantitative Pcr To Explore Soil Food Webs in Florida Citrus Groves"
http://vivo.ufl.edu/individual/n9980623128,0167-577X,Materials Letters,Internal Structure of the Electrodeposited Nanocrystalline Al-Mg Alloy Dendrites
http://vivo.ufl.edu/individual/n644448492,0066-4804,Antimicrobial Agents and Chemotherapy,Comparative Studies Evaluating Mouse Models Used for Efficacy Testing of Experimental Drugs Against Mycobacterium Tuberculosis
http://vivo.ufl.edu/individual/n1178704164,0905-7188,Scandinavian journal of medicine & science in sports,"Relative Safety of 4 Weeks of Blood Flow-Restricted Resistance Exercise in Young, Healthy Adults"
http://vivo.ufl.edu/individual/n8220112464,0146-0404,Investigative Ophthalmology and Visual Science,Free Insulin-Like Growth Factor Binding Protein-3 (Igfbp-3) Reduces Retinal Vascular Permeability in Association With a Reduction of Acid Sphingomyelinase (Asmase)
http://vivo.ufl.edu/individual/n5081812531,1380-6653,Review of Accounting Studies,Do Managers Use Earnings Guidance To Influence Street Earnings Exclusions?
http://vivo.ufl.edu/individual/n405551729,0006-4971,Blood,Key Pathways Are Frequently Mutated in High-Risk Childhood Acute Lymphoblastic Leukemia: a Report From the Children'S Oncology Group
http://vivo.ufl.edu/individual/n8613177633,0890-2070,European Journal of Personality,Integrity and Identity: Moral Identity Differences and Preferred Interpersonal Reactions
http://vivo.ufl.edu/individual/n754930480,1537-260X,Academy of Management Learning and Education,The Role of Emotional Expression and Mentoring in Internship Learning
http://vivo.ufl.edu/individual/n5328042414,1545-5971,IEEE Transactions On Dependable and Secure Computing,Sat: a Security Architecture Achieving Anonymity and Traceability in Wireless Mesh Networks
http://vivo.ufl.edu/individual/n4548316805,1479-3261,Journal of Veterinary Emergency and Critical Care,A Focus On Snake Venoms and Antivenins
http://vivo.ufl.edu/individual/n6423628624,0018-0831,Herpetologica,"Recovery of Native Treefrogs After Removal of Nonindigenous Cuban Treefrogs, Osteopilus Septentrionalis"
http://vivo.ufl.edu/individual/n8826962545,0022-1007,The Journal of Experimental Medicine,A Novel Isoform of the Ly108 Gene Ameliorates Murine Lupus
http://vivo.ufl.edu/individual/n6797888226,1035-3712,Wildlife Research,Effects of Harvest and Climate On Population Dynamics of Northern Bobwhites in South Florida
http://vivo.ufl.edu/individual/n8859003474,1110-7243,Journal of Biomedicine &amp; Biotechnology,Higher Molecular Weight Polyethylene Glycol Increases Cell Proliferation While Improving Barrier Function in An in Vitro Colon Cancer Model
http://vivo.ufl.edu/individual/n8722059995,1046-7890,Journal of Clinical Ethics,Nonclinical Use of Online Social Networking Sites: New and Old Challenges To Medical Professionalism
http://vivo.ufl.edu/individual/n9809944155,1279-7707,"The journal of nutrition, health & aging",Designing Phase Ii B Trials in Sarcopenia: the Best Target Population
http://vivo.ufl.edu/individual/n9971027248,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,"Genomic Analysis, Cytokine Expression, and Microrna Profiling Reveal Biomarkers of Human Dietary Zinc Depletion and Homeostasis"
http://vivo.ufl.edu/individual/n595035712,0009-7330,Circulation Research,Cardiovascular Pharmacogenomics
http://vivo.ufl.edu/individual/n2121132695,1079-2104,"Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology & Endodontics",A Comparative Evaluation of the Sealing Ability of 2 Root-End Filling Materials: An in Vitro Leakage Study Using Enterococcus Faecalis
http://vivo.ufl.edu/individual/n2061576305,0020-8841,International Sugar Journal,Yield Response By Rust Susceptible Cultivars To Foliar Fungicide Applications Applied To Commercial Sugarcane Fields
http://vivo.ufl.edu/individual/n9579141416,0022-0493,Journal of Economic Entomology,A Novel Pheromone Dispenser for Mating Disruption of the Leafminer Phyllocnistis Citrella (Lepidoptera: Gracillariidae)
http://vivo.ufl.edu/individual/n5821837272,0306-5251,British Journal of Clinical Pharmacology,Antiplatelet Therapy: Thrombin Receptor Antagonists
http://vivo.ufl.edu/individual/n438928526,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Fibroblast Growth Factor-Peptide Improves Barrier Function and Proliferation in Human Keratinocytes After Radiation
http://vivo.ufl.edu/individual/n5719148593,0936-6768,Reproduction in Domestic Animals,The Immunology of Early Pregnancy in Farm Animals
http://vivo.ufl.edu/individual/n1306859207,0021-8693,Journal of Algebra,On the Dimension Growth of Groups
http://vivo.ufl.edu/individual/n7923226156,1057-7157,Journal of Microelectromechanical Systems,High-Fill-Factor Micromirror Array With Hidden Bimorph Actuators and Tip-Tilt-Piston Capability
http://vivo.ufl.edu/individual/n5087335154,0363-6135,American Journal of Physiology: Heart and Circulatory Physiology,Impaired Cardiac Reserve and Severely Diminished Skeletal Muscle O(2) Utilization Mediate Exercise Intolerance in Barth Syndrome
http://vivo.ufl.edu/individual/n6581406961,0022-1767,Journal of Immunology,Uveitis-Associated Epitopes of Retinal Antigens Are Pathogenic in the Humanized Mouse Model of Uveitis and Identify Autoaggressive T Cells
http://vivo.ufl.edu/individual/n7274811950,0166-8641,Topology and Its Applications,"International Conference On Topology and Its Applications September 1-4, 2004, Skopje, Macedonia"
http://vivo.ufl.edu/individual/n8786683810,1526-498X,Pest Management Science,Insecticide Resistance in Field Populations of Asian Citrus Psyllid in Florida
http://vivo.ufl.edu/individual/n9438070983,0018-9251,IEEE Transactions On Aerospace and Electronic Systems,Knowledge-Aided Space-Time Adaptive Processing
http://vivo.ufl.edu/individual/n4753733960,1071-1023,Journal of Vacuum Science and Technology B,"Effect of Source Field Plate On the Characteristics of Off-State, Step-Stressed Algan/Gan High Electron Mobility Transistors"
http://vivo.ufl.edu/individual/n8821391379,0161-8105,Sleep,Does Variability in Mood and Sleep Predict Cognition in Older Adults?
http://vivo.ufl.edu/individual/n1713207978,1684-5315,African Journal of Biotechnology,Assessing the Potential Economic Impact of Bacillus Thuringiensis (Bt) Maize in Kenya
http://vivo.ufl.edu/individual/n7090236141,0392-856X,Clinical and Experimental Rheumatology,Brain Imaging in Fibromyalgia Syndrome
http://vivo.ufl.edu/individual/n6021039172,0149-5992,Diabetes Care,Development of Autoantibodies in the Trialnet Natural History Study
