uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n2370454916,0006-4971,Blood,"The Ac133(+)Cd38(-), But Not the Rhodamine-Low, Phenotype Tracks Ltc-Ic and Src Function in Human Cord Blood Ex Vivo Expansion Cultures"
http://vivo.ufl.edu/individual/n9607594642,1937-5387,Journal of Cardiovascular Translational Research,Development of a Network To Test Strategies in Cardiovascular Cell Delivery: the Nhlbi-Sponsored Cardiovascular Cell Therapy Research Network (Cctrn)
http://vivo.ufl.edu/individual/n4270305322,0003-6951,Applied Physics Letters,Energy Level Evolution of Molybdenum Trioxide Interlayer Between Indium Tin Oxide and Organic Semiconductor
http://vivo.ufl.edu/individual/n5261909394,1523-7060,Organic Letters,Synthesis of Isoindigo-Based Oligothiophenes for Molecular Bulk Heterojunction Solar Cells
http://vivo.ufl.edu/individual/n8075464701,0090-3493,Critical Care Medicine,Comparison of Dynamic Versus Static Variables in a Post Cardiopulmonary (Cp) Arrest Pediatric Animal Model
http://vivo.ufl.edu/individual/n212887937,1091-6490,Proceedings of the National Academy of Sciences of the United States of America. Biological Sciences,"Synergy of multiple partners, including freeloaders, increases host fitness in a multispecies mutualism."
http://vivo.ufl.edu/individual/n1800879115,1023-8883,Tribology Letters,"Energy, Adhesion, and the Elastic Foundation"
http://vivo.ufl.edu/individual/n1598162893,0195-9131,Medicine & science in sports & exercise,Skeletal Muscle Contractile and Non-Contractile Components in Boys With Duchenne Muscular Dystrophy By Mri
http://vivo.ufl.edu/individual/n5422855383,1547-5654,Journal of Neurosurgery-Spine,Use of a Vascular Reconstruction Device To Salvage Acute Ischemic Occlusions Refractory To Traditional Endovascular Recanalization Methods
http://vivo.ufl.edu/individual/n8554319681,1522-8517,Neuro-Oncology,Unexpectedly Long-Term Control of Recurrent Gliomatosis Cerebri With Capecitabine: a Possible Molecular Explanation
http://vivo.ufl.edu/individual/n9224973000,0194-911X,Hypertension,Therapeutic Implications of the Vasoprotective Axis of the Renin-Angiotensin System in Cardiovascular Diseases
http://vivo.ufl.edu/individual/n839541359,0021-8812,Journal of Animal Science,Digestibility and Nutrient Retention of Perennial Peanut and Bermudagrass Hays for Mature Horses
http://vivo.ufl.edu/individual/n652731893,0148-396X,Neurosurgery,Abdominal craniectomy implantation and thromboembolism prophylaxis resulting in wound hematoma.
http://vivo.ufl.edu/individual/n2061997010,1353-8020,Parkinsonism & related disorders,Istradefylline as Monotherapy for Parkinson Disease: Results of the 6002-Us-051 Trial
http://vivo.ufl.edu/individual/n6395304661,0169-5150,Agricultural Economics,Using Choice Experiments To Estimate Consumer Valuation: the Role of Experimental Design and Attribute Information Loads
http://vivo.ufl.edu/individual/n8318843961,0003-1062,Journal of the American Society for Horticultural Science,Expression of Ethylene Biosynthesis and Signaling Genes During Differential Abscission Responses of Sweet Orange Leaves and Mature Fruit
http://vivo.ufl.edu/individual/n1340370386,0959-4493,Veterinary Dermatology,"A randomized, double-blind, placebo-controlled study to evaluate the effect of EFF1001, an Actinidia arguta (hardy kiwi) preparation, on CADESI score and pruritus in dogs with mild to moderate atopic dermatitis."
http://vivo.ufl.edu/individual/n1323882941,1932-6203,PLoS One,Role of the Atm-Checkpoint Kinase 2 Pathway in Cdt-Mediated Apoptosis of Gingival Epithelial Cells
http://vivo.ufl.edu/individual/n244657414,1533-3175,American Journal of Alzheimers Disease and Other Dementias,Injuries and unattended home exits in persons with dementia: a 12-month prospective study.
http://vivo.ufl.edu/individual/n1125576918,1526-5900,Journal of Pain,Central sensitization in the trigeminal nucleus caudalis produced by a conjugate of substance P and the A subunit of cholera toxin.
http://vivo.ufl.edu/individual/n1044368691,0958-0670,Experimental Physiology,Adrenal corticosteroid effects in the central nervous system on long-term control of blood pressure.
http://vivo.ufl.edu/individual/n4757839385,0039-2499,Stroke,The Excite Stroke Trial Comparing Early and Delayed Constraint-Induced Movement Therapy
http://vivo.ufl.edu/individual/n2205459203,0960-8524,Bioresource Technology,Biochar From Anaerobically Digested Sugarcane Bagasse
http://vivo.ufl.edu/individual/n1153991667,0161-6420,Ophthalmology,"Trends in Fungal Keratitis in the United States, 2001 To 2007"
http://vivo.ufl.edu/individual/n7304941735,0002-0206,African Studies Review,Afrikaners in the New South Africa: Identity Politics in a Globalised Economy.
http://vivo.ufl.edu/individual/n1610418849,0191-2917,Plant Disease,"First Report of Colletotrichum Boninense, C. Capsici, and a Glomerella Sp as Causes of Postharvest Anthracnose of Passion Fruit in Florida"
http://vivo.ufl.edu/individual/n4808677445,1530-8669,Wireless Communications and Mobile Computing,Proximity Based Trust-Advisor Using Encounters for Mobile Societies: Analysis of Four Filters
http://vivo.ufl.edu/individual/n7157682895,0895-2779,Journal of Sport and Exercise Psychology,Does Rhythm Enhances the Flexibility of Upper Extremity Post Stroke?
http://vivo.ufl.edu/individual/n2150190438,8750-7587,Journal of Applied Physiology,The Role of Nicotine On Respiratory Sensory Gating Measured By Respiratory-Related Evoked Potentials
http://vivo.ufl.edu/individual/n6453264871,1549-9618,Journal of Chemical Theory and Computation,Utility of the Hard/Soft Acid-Base Principle Via the Fukui Function in Biological Systems
http://vivo.ufl.edu/individual/n521979111,1438-4221,International Journal of Medical Microbiology,The Majority of Enteroaggregative Escherichia Coli Strains Produce the E-Coli Common Pilus When Adhering To Cultured Epithelial Cells
http://vivo.ufl.edu/individual/n9425265032,0022-0302,Journal of Dairy Science,"Effect of Estimated Brahman Percentage On Preconditioning Performance, Feedlot Performance and Carcass Characteristics of Beef Cattle"
http://vivo.ufl.edu/individual/n6664653523,1537-5927,Perspectives On Politics,"Race, Empire, and the Idea of Human Development"
http://vivo.ufl.edu/individual/n707083298,1099-3460,Journal of Urban Health-Bulletin of the New York Academy of Medicine,Adverse Housing and Neighborhood Conditions and Inflammatory Markers Among Middle-Aged African Americans
http://vivo.ufl.edu/individual/n4420665614,0010-3624,Communications in Soil Science and Plant Analysis,"Forage Mineral Concentrations and Mineral Status of Beef Cattle Grazing Cool Season Pastures in Northwestern Florida, Emphasizing Magnesium"
http://vivo.ufl.edu/individual/n9887782534,0031-9023,Physical therapy,Improved Fall-Related Efficacy in Older Adults Related To Changes in Dynamic Gait Ability
http://vivo.ufl.edu/individual/n1800204512,1744-9561,Biology Letters,Individual Specialists in a Generalist Population: Results From a Long-Term Stable Isotope Series
http://vivo.ufl.edu/individual/n1739206834,0956-7976,Psychological Science,Why the parts are better (or worse) than the whole: the unique-attributes hypothesis.
http://vivo.ufl.edu/individual/n7284405050,0006-4971,Blood,Dot(1L) On the Spot
http://vivo.ufl.edu/individual/n3248755902,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Quality of Radiotherapy Reporting in Randomized Controlled Trials of Hodgkin's Lymphoma and Non-Hodgkin's Lymphoma: in Regard To Bekelman and Yahalom (Int J Radiat Oncol Biol Phys 2009;73:492-498)
http://vivo.ufl.edu/individual/n4347604668,0148-0227,Journal of Geophysical Research,"Bottom Turbulence On the Muddy Atchafalaya Shelf, Louisiana, Usa"
http://vivo.ufl.edu/individual/n3665493988,1084-9785,Cancer Biotherapy and Radiopharmaceuticals,Renal Dosimetry
http://vivo.ufl.edu/individual/n7956599865,0025-5610,Mathematical Programming,Strong Valid Inequalities for Orthogonal Disjunctions and Bilinear Covering Sets
http://vivo.ufl.edu/individual/n3838770207,1932-6203,PLoS One,Estimating the Cost of Type 1 Diabetes in the Us: a Propensity Score Matching Method
http://vivo.ufl.edu/individual/n1089001888,0148-0731,Journal of Biomechanical Engineering,Increased conformity offers diminishing returns for reducing total knee replacement wear.
http://vivo.ufl.edu/individual/n5370658751,0031-9007,Physical Review Letters,Squid-Based Microwave Cavity Search for Dark-Matter Axions
http://vivo.ufl.edu/individual/n8181796446,0018-5345,Hortscience,In Vitro Shoot Proliferation and Root Induction of Shoot Tip Explants From Mature Male Plants of Casuarina Cunninghamiana Miq.
http://vivo.ufl.edu/individual/n9149984538,0893-3952,Modern pathology,Attacking the Source: Anti-Pdx-1 Responses in Type 1 Diabetes
http://vivo.ufl.edu/individual/n3448223953,0167-9317,Microelectronic Engineering,N(2) Effect On Gaas Etching At 150 Mtorr Capacitively-Coupled Cl(2)/N(2) Plasma
http://vivo.ufl.edu/individual/n8082604290,1075-122X,The Breast Journal,An Unusual Case of Primary Small Cell Neuroendocrine Carcinoma of the Breast
http://vivo.ufl.edu/individual/n434089713,0031-949X,Phytopathology,Saccharin-Induced Systemic Acquired Resistance in Soybean
http://vivo.ufl.edu/individual/n7418745153,0885-8608,Natural Areas Journal,Susceptibility of Longleaf Pine Forest Associations in South Mississippi To Invasion By Cogongrass {[}Imperata Cylindrica (L.) Beauv.]
http://vivo.ufl.edu/individual/n10876,0002-9440,The American journal of pathology,Accelerated lipofuscinosis and ubiquitination in granulin knockout mice suggests a role for progranulin in successful aging
http://vivo.ufl.edu/individual/n7894135073,1471-2199,Bmc Molecular Biology,Socio-Environmental and Endocrine Influences On Developmental and Caste-Regulatory Gene Expression in the Eusocial Termite Reticulitermes Flavipes
http://vivo.ufl.edu/individual/n4485887951,0361-1981,Transportation Research Record,Concrete Containing Recycled Concrete Aggregate for Use in Concrete Pavement
http://vivo.ufl.edu/individual/n4144847515,0009-840X,Classical Review,The Cambridge Companion To the Greek and Roman Novel
http://vivo.ufl.edu/individual/n593703152,0960-8524,Bioresource Technology,Properties of Dairy-Manure-Derived Biochar Pertinent To Its Potential Use in Remediation
http://vivo.ufl.edu/individual/n733961456,0007-1188,British Journal of Pharmacology,"alpha4beta2 Nicotinic acetylcholine receptors, willing if able."
http://vivo.ufl.edu/individual/n9125488540,0022-0302,Journal of Dairy Science,Sex-Sorted Semen for Dairy Heifers: Effects On Reproductive and Lactational Performances
http://vivo.ufl.edu/individual/n3612958459,1043-951X,China Economic Review,An Updated Ranking of the Economic Research Institutions in China (2000-2009)
http://vivo.ufl.edu/individual/n2728089772,0277-3791,Quaternary Science Reviews,Phase Relationships of North Atlantic Ice-Rafted Debris and Surface-Deep Climate Proxies During the Last Glacial Period
http://vivo.ufl.edu/individual/n4693770185,0002-1962,Agronomy Journal,Forecasting Cotton Yield in the Southeastern United States Using Coupled Global Circulation Models
http://vivo.ufl.edu/individual/n108139368,0269-8463,Functional Ecology,Carbon 13 Discrimination During Lipid Biosynthesis Varies With Dietary Concentration of Stable Isotopes: Implications for Stable Isotope Analyses
http://vivo.ufl.edu/individual/n6542045639,0099-2240,Applied and Environmental Microbiology,Requirement of the Galu Gene for Polysaccharide Production By and Pathogenicity and Growth in Planta of Xanthomonas Citri Subsp Citri
http://vivo.ufl.edu/individual/n3410693410,0361-1981,Transportation Research Record,Shear Stiffness of Neoprene Bearing Pads Under Long-Term Loads
http://vivo.ufl.edu/individual/n5900964506,0022-3476,The journal of pediatrics,Strategies To Design An Effective Mentoring Program
http://vivo.ufl.edu/individual/n2691547516,1477-9226,Dalton Transactions,A New Chiral Di-N-Heterocyclic Carbene (Nhc) Cyclophane Ligand and Its Application in Palladium Enantioselective Catalysis
http://vivo.ufl.edu/individual/n6586663745,0037-6752,Slavic and East European Journal,Translating Skaz as a Whole-Text Realium
http://vivo.ufl.edu/individual/n6871726413,0928-0987,European Journal of Pharmaceutical Sciences,Human Serum Binding and Its Effect On the Pharmacodynamics of the Lantibiotic Mu1140
http://vivo.ufl.edu/individual/n5524790164,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Dna Aptamer-Micelle as An Efficient Detection/Delivery Vehicle Toward Cancer Cells
http://vivo.ufl.edu/individual/n172553859,1538-7933,Journal of Thrombosis and Haemostasis,Impact of Race and Gender On Antithrombotic Therapy
http://vivo.ufl.edu/individual/n5842655691,0014-4886,Experimental Neurology,Nerve Grafts With Various Sensory and Motor Fiber Compositions Are Equally Effective for the Repair of a Mixed Nerve Defect
http://vivo.ufl.edu/individual/n3772421313,0003-1488,Journal of the American Veterinary Medical Association,Requests Clarification On Ventricular Tachycardia Study in Boxers Reply
http://vivo.ufl.edu/individual/n124582,0161-9152,Age,Prostaglandin D2 DP1 receptor activation is beneficial in ischemic stroke and in acute excitoxicity in young and old
http://vivo.ufl.edu/individual/n8255522014,1565-9801,Israel Journal of Ecology and Evolution,"Ijee Soapbox: a World Free of Parasites and Vectors: Would It Be Heaven, Or Would It Be Hell?"
http://vivo.ufl.edu/individual/n6060909169,0031-949X,Phytopathology,Monitoring Resistant Populations of Xanthomonas Citri Subsp Citri and Epiphytic Bacteria On Young Citrus Trees Treated With Copper Or Streptomycin
http://vivo.ufl.edu/individual/n210149233,0028-3908,Neuropharmacology,Beating the boojum: comparative approaches to the neurobiology of social behavior.
http://vivo.ufl.edu/individual/n91534512,0031-949X,Phytopathology,Proteomics Analysis of Ralstonia Solanacearum Identifies Candidate Proteins That Contribute To Pathogenicity On Tomato Plants At Low Temperatures
http://vivo.ufl.edu/individual/n1948151165,1076-0342,Journal of Infrastructure Systems,Life-Cycle Assessment Modeling of Construction Processes for Buildings
http://vivo.ufl.edu/individual/n7576752254,1175-5326,Zootaxa,Revision of the North American Genera Tetracis Guenee and Synonymization of Synaxis Hulst With Descriptions of Three New Species (Lepidoptera: Geometridae: Ennominae)
http://vivo.ufl.edu/individual/n7576752254,1175-5326,Zootaxa,Revision of the North American Genera Tetracis Guenee and Synonymization of Synaxis Hulst With Descriptions of Three New Species (Lepidoptera: Geometridae: Ennominae)
http://vivo.ufl.edu/individual/n5562537220,1045-9219,IEEE Transactions On Parallel and Distributed Systems,Optimal Swarming for Massive Content Distribution
http://vivo.ufl.edu/individual/n9151500615,0167-577X,Materials Letters,Synthesis of Cds-Au(2)S-Au Hybrid Dendritic Nanostructures
http://vivo.ufl.edu/individual/n572774977,1469-6053,Journal of Social Archaeology,"Social Memory and Trauma in Northwestern Tanzania Organic, Spontaneous Community Collaboration"
http://vivo.ufl.edu/individual/n3565892723,0018-9464,IEEE Transactions On Magnetics,"High-Inductance-Density, Air-Core, Power Inductors, and Transformers Designed for Operation At 100-500 Mhz"
http://vivo.ufl.edu/individual/n4335992101,1590-8658,Digestive and Liver Disease,Gender Variation in Oesophageal Motor Function: Analysis of 129 Healthy Individuals
http://vivo.ufl.edu/individual/n3714352073,1063-4266,Journal of Emotional and Behavioral Disorders,A Comparison of Three Types of Opportunities To Respond On Student Academic and Social Behaviors
http://vivo.ufl.edu/individual/n1511810902,1072-0847,Behavioral Interventions,Developing and Assessing Stimulus Control Based On Establishing Operations During Mand Training Using Representative Objects
http://vivo.ufl.edu/individual/n5230272966,1553-7366,PLoS Pathogens,Phylodynamics and Human-Mediated Dispersal of a Zoonotic Virus
http://vivo.ufl.edu/individual/n1135252555,0790-8318,Language Culture and Curriculum,`the United States Is America?': a Cultural Perspective On Read 180 Materials
http://vivo.ufl.edu/individual/n850494576,1075-122X,The Breast Journal,Evidence-based contributions of cytopathology to breast cancer diagnosis and research: how to sustain training and education in breast cytopathology?
http://vivo.ufl.edu/individual/n624379109,1388-5545,Nematology,"Redescription of Two Panamanian Nematodes, Parasitodiplogaster Citrinema Poinar and Herre, 1991 and P. Popenema Poinar and Herre, 1991 (Nematoda: Diplogastrina)"
http://vivo.ufl.edu/individual/n1466348292,0006-4971,Blood,"Identification of Novel Cluster Groups in Pediatric High-Risk B-Precursor Acute Lymphoblastic Leukemia With Gene Expression Profiling: Correlation With Genome-Wide Dna Copy Number Alterations, Clinical Characteristics, and Outcome"
http://vivo.ufl.edu/individual/n6675739060,0031-6970,European Journal of Clinical Pharmacology,"Single-Dose, Multiple-Dose, and Population Pharmacokinetics of Pantoprazole in Neonates and Preterm Infants With a Clinical Diagnosis of Gastroesophageal Reflux Disease (Gerd)"
http://vivo.ufl.edu/individual/n7288621917,0014-2336,Euphytica,A Dominant Gene for Garnet Brown Seed Coats At the Rk Locus in `Dorado' Common Bean and Mapping Rk To Linkage Group 1
http://vivo.ufl.edu/individual/n6335311884,0022-3395,The Journal of Parasitology,"Three New Hepatozoon Species (Apicomplexa: Hepatozoidae) Infecting the Florida Kingsnake, Lampropeltis Getula Floridana"
http://vivo.ufl.edu/individual/n1987471556,1531-1074,Astrobiology,Exposure of DNA and Bacillus subtilis spores to simulated martian environments: use of quantitative PCR (qPCR) to measure inactivation rates of DNA to function as a template molecule.
http://vivo.ufl.edu/individual/n8255878380,1522-2055,North American Journal of Aquaculture,Induced Volitional Spawning and Larval Rearing of Pinfish
http://vivo.ufl.edu/individual/n7940487444,0022-0302,Journal of Dairy Science,Effect of Heat Stress During the Dry Period On Mammary Gland Development of Dairy Cattle.
http://vivo.ufl.edu/individual/n7147877888,0027-5514,Mycologia,Genome Size Variation in the Pine Fusiform Rust Pathogen Cronartium Quercuum F.Sp. Fusiforme as Determined By Flow Cytometry
http://vivo.ufl.edu/individual/n7122028763,0002-7316,American Antiquity,"Evaluating Multiple Narratives: Beyond Nationalist, Colonialist, Imperialist Archaeologies."
http://vivo.ufl.edu/individual/n3340802507,1047-7047,Information Systems Research,Induction Over Strategic Agents
http://vivo.ufl.edu/individual/n3619980873,0891-5245,Journal of Pediatric Health Care,A Pilot Study Comparing Two Developmental Screening Tools for Use With Homeless Children
http://vivo.ufl.edu/individual/n9167177152,0097-9740,Signs,"La Chulla Vida: Gender, Migration, and the Family in Andean Ecuador and New York City"
http://vivo.ufl.edu/individual/n8355293982,0040-5752,Theoretical and Applied Genetics,"Rdr3, a Novel Locus Conferring Black Spot Disease Resistance in Tetraploid Rose: Genetic Analysis, Lrr Profiling, and Scar Marker Development"
http://vivo.ufl.edu/individual/n2426263909,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Clinical Experiences of Frameless Intracranial Stereotactic Radiotherapy Using Three Image-Guided Positioning Systems
http://vivo.ufl.edu/individual/n2353862970,0094-5145,Journal of Community Health,"Using the Theory of Planned Behavior To Explain the Drinking Motivations of Social, High-Risk, and Extreme Drinkers On Game Day"
http://vivo.ufl.edu/individual/n8254010035,1060-0280,The Annals of pharmacotherapy,Impact of a Pharmaceutical Care Intervention On Blood Pressure Control in a Chain Pharmacy Practice
http://vivo.ufl.edu/individual/n6627893473,0167-6806,Breast Cancer Research and Treatment,Derivation of Molecular Signatures for Breast Cancer Recurrence Prediction Using a Two-Way Validation Approach
http://vivo.ufl.edu/individual/n9641654813,0002-9483,American Journal of Physical Anthropology,Mitochondrial Dna From Pre-Columbian Tainos and the Prehistoric Colonization of Puerto Rico.
http://vivo.ufl.edu/individual/n8326562861,0034-7744,Revista de biologia tropical,Four Species of Land Snails From Costa Rica and Panama (Pulmonata: Spiraxidae)
http://vivo.ufl.edu/individual/n1740840331,1536-1233,IEEE Transactions On Mobile Computing,A Coverage Inference Protocol for Wireless Sensor Networks
http://vivo.ufl.edu/individual/n7310994233,1057-0829,Journal of Glaucoma,Anterior Chamber Blood Reflux During Trabeculectomy in An Eye With Previous Trabectome Surgery
http://vivo.ufl.edu/individual/n7462522548,0021-9258,Journal of Biological Chemistry,Sequence-Dependent Prion Protein Misfolding and Neurotoxicity
http://vivo.ufl.edu/individual/n70313532,0278-5846,Progress in neuro-psychopharmacology & biological psychiatry,Curcumin Produces Neuroprotective Effects Via Activating Brain-Derived Neurotrophic Factor/Trkb-Dependent Mapk and Pi-3K Cascades in Rodent Cortical Neurons
http://vivo.ufl.edu/individual/n4040141269,1936-2625,International Journal of Clinical and Experimental Pathology,Cd44 and P53 Immunoexpression Patterns in Nf1 Neoplasms - Indicators of Malignancy and Infiltration
http://vivo.ufl.edu/individual/n6771985103,0026-8976,Molecular Physics,Photoinduced Quantum Dynamics in Molecules and At Adsorbates
http://vivo.ufl.edu/individual/n9967446744,0018-9456,IEEE Transactions On Instrumentation and Measurement,Instrument-Based Noncontact Doppler Radar Vital Sign Detection System Using Heterodyne Digital Quadrature Demodulation Architecture
http://vivo.ufl.edu/individual/n952695761,0002-8177,Journal of the American Dental Association,Gout of the temporomandibular joint: a review of the literature.
http://vivo.ufl.edu/individual/n9403650576,1060-0280,The Annals of pharmacotherapy,Efficacy and Safety of Ticagrelor: a Reversible P2Y12 Receptor Antagonist
http://vivo.ufl.edu/individual/n780291834,0031-949X,Phytopathology,Comparative Analyses of the `Candidatus Liberibacter' Species Reductive Genome Features
http://vivo.ufl.edu/individual/n366169926,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Improving Safety in Radiation Oncology Through the Development and Testing of Ihe Radiation Oncology Integration Profiles
http://vivo.ufl.edu/individual/n7307025599,0031-949X,Phytopathology,Insights Into Common Functional Domains of Tospovirus Nsm Proteins
http://vivo.ufl.edu/individual/n9663416713,0022-1031,Journal of Experimental Social Psychology,Predicting Policy Attitudes From General Prejudice Versus Specific Intergroup Emotions
http://vivo.ufl.edu/individual/n2094241982,0026-895X,Molecular Pharmacology,Tethered Agonist Analogs as Site-Specific Probes for Domains of the Human {alpha}7 Nicotinic Acetylcholine Receptor that Differentially Regulate Activation and Desensitization.
http://vivo.ufl.edu/individual/n4216069213,1478-6354,Arthritis Research & Therapy,Pathogenic Effect of Interleukin-17a in Induction of Sjogren's Syndrome-Like Disease Using Adenovirus-Mediated Gene Transfer
http://vivo.ufl.edu/individual/n2982292840,1098-0121,Physical Review B,Experimental Determination of the Weiss Temperature of Mn(12)-Ac and Mn(12)-Ac-Meoh
http://vivo.ufl.edu/individual/n4144083627,1357-2725,International Journal of Biochemistry and Cell Biology,Improved Detection of Intact Tyrosine Sulfate-Containing Peptides By Matrix-Assisted Laser Desorption/Ionization Time-Of-Flight Mass Spectrometry in Linear Negative Ion Mode
http://vivo.ufl.edu/individual/n3239669724,1866-1947,Journal of Neurodevelopmental Disorders,Using Animal Models of Enriched Environments To Inform Research On Sensory Integration Intervention for the Rehabilitation of Neurodevelopmental Disorders
http://vivo.ufl.edu/individual/n813443578,1060-0280,The Annals of pharmacotherapy,Bile and Gallbladder Tissue Concentrations of Moxifloxacin in Patients With Acute Cholecystitis
http://vivo.ufl.edu/individual/n602617620,0048-5772,Psychophysiology,The Influence of Anxiety On the Neural Processing of Respiratory Sensations
http://vivo.ufl.edu/individual/n306024724,0277-6715,Statistics in Medicine,Efforts to adjust for confounding by neighborhood using complex survey data.
http://vivo.ufl.edu/individual/n8034809888,1527-6546,Journal of Nursing Scholarship,Sleep in Dementia Caregivers and the Effect of a Nighttime Monitoring System
http://vivo.ufl.edu/individual/n1360750739,0006-3606,Biotropica,Nutritional Dimorphism in New Guinea Dioecious Figs
http://vivo.ufl.edu/individual/n5610055162,1070-9908,IEEE Signal Processing Letters,On Aperiodic-Correlation Bounds
http://vivo.ufl.edu/individual/n1850554420,0016-9013,The gerontologist,Neighborhood Socioeconomic Position and Cognitive Measures in the Active Study
http://vivo.ufl.edu/individual/n4957755144,0022-1147,Journal of Food Science ,Low-Dose Irradiation Improves Microbial Quality and Shelf Life of Fresh Mint (Mentha Piperita L.) Without Compromising Visual Quality
http://vivo.ufl.edu/individual/n2140751740,0028-0836,Nature,Genome Sequencing and Analysis of the Model Grass Brachypodium Distachyon
http://vivo.ufl.edu/individual/n8091887251,1526-9248,"Progress in transplantation official publication, North American Transplant Coordinators Organization",Fatigue and Sleep Quality Before and After Liver Transplantation
http://vivo.ufl.edu/individual/n3740488423,0145-6008,Alcoholism: Clinical and Experimental Research,Effects of Transdermal Nicotine Replacement On Information Processing in Alcoholics
http://vivo.ufl.edu/individual/n4866397155,0960-8524,Bioresource Technology,Optimizing Cellulase Usage for Improved Mixing and Rheological Properties of Acid-Pretreated Sugarcane Bagasse
http://vivo.ufl.edu/individual/n9301485778,0147-8389,Pacing and Clinical Electrophysiology,Management and Clinical Outcomes of Acute Cardiac Tamponade Complicating Electrophysiologic Procedures: a Single-Center Case Series
http://vivo.ufl.edu/individual/n3556755895,0378-1135,Veterinary Microbiology,Expression and Self-Assembly of Virus-Like Particles From Two Genotypes of Marine Vesiviruses and Development of An Elisa for the Detection of Antibodies
http://vivo.ufl.edu/individual/n9893038949,0721-7714,Plant Cell Reports,An Embryogenic Suspension Cell Culture System for Agrobacterium-Mediated Transformation of Citrus
http://vivo.ufl.edu/individual/n4907266883,0006-3363,Biology of Reproduction,Candidate Gene Expression in Bovine Binucleated Trophectoderm and Changes in Expression Profiles After Culture
http://vivo.ufl.edu/individual/n2680201093,1566-1199,Organic Electronics,Combined Effects of Moo(3) Interlayer and Pc(70)Bm On Polymer Photovoltaic Device Performance
http://vivo.ufl.edu/individual/n883631950,0261-3794,Electoral Studies,Electoral and Structural Losers and Support for a National Referendum in the Us
http://vivo.ufl.edu/individual/n8323298983,0191-2917,Plant Disease,Fuzzy Pedicel: a New Postharvest Disease of Banana
http://vivo.ufl.edu/individual/n8824614802,0883-6612,Annals of Behavioral Medicine,Factors Contributing To the Maintenance of Chronic Pain: Relevance for Treatment
http://vivo.ufl.edu/individual/n4743736701,0021-9118,Journal of Asian Studies,"Accidental Incest, Filial Cannibalism, and Other Peculiar Encounters in Late Imperial Chinese Literature."
http://vivo.ufl.edu/individual/n5896144293,0009-3084,Chemistry and Physics of Lipids,Effects of the Endosomal Lipid Bis(Monoacylglycero)Phosphate On the Thermotropic Properties of Dppc: a (2)H Nmr and Spin Label Epr Study
http://vivo.ufl.edu/individual/n7603763498,0044-0124,Yale Review,My Father in the Shadows
http://vivo.ufl.edu/individual/n1841064787,1355-6177,Journal of the International Neuropsychological Society,Entorhinal cortex volume in older adults: reliability and validity considerations for three published measurement protocols.
http://vivo.ufl.edu/individual/n9384358230,0891-6640,Journal of Veterinary and Internal Medicine,Effects of Deferoxamine On Iron Elimination Following Blood Transfusion in Neonatal Foals
http://vivo.ufl.edu/individual/n9325641048,0022-5347,Journal of Urology,Bladder Amyloidosis
http://vivo.ufl.edu/individual/n8516525402,0149-2918,Clinical Therapeutics,Diagnosis of Pompe Disease: Timing and Methods Used as Reported To the Pompe Registry
http://vivo.ufl.edu/individual/n3437845790,1359-7345,Chemical Communications,Isoquinoline-Based Chiral Monodentate N-Heterocyclic Carbenes
http://vivo.ufl.edu/individual/n2574754070,0749-1581,Magnetic Resonance in Chemistry,A Rapid and Robust Numerical Algorithm for Sensitivity Encoding With Sparsity Constraints: Self-Feeding Sparse Sense
http://vivo.ufl.edu/individual/n5879554173,0003-1348,The American surgeon,Florida's Trauma Surgeons: a Vanishing Breed
http://vivo.ufl.edu/individual/n5682429505,0031-949X,Phytopathology,The Impact of Silicon Soil Amendments On Cucumber Anthracnose in the Greenhouse
http://vivo.ufl.edu/individual/n9603413257,0895-9811,Journal of South American Earth Sciences,Marine Mammals From the Miocene of Panama
http://vivo.ufl.edu/individual/n238634367,1522-8037,Current Gastroenterology Reports,Pancreatic disease in children and adolescents.
http://vivo.ufl.edu/individual/n9284715225,0016-1128,French Studies,The Second Triumph of the Eighteenth Century Novel
http://vivo.ufl.edu/individual/n5026248359,0006-4971,Blood,Longer Time To the Start of Continuation Therapy Is Associated With Improved Survival in High Risk Pediatric Acute Lymphoblastic Leukemia (All): a Report From the Children's Oncology Group (Cog)
http://vivo.ufl.edu/individual/n1662083643,1071-1023,Journal of Vacuum Science and Technology B,Reverse Gate Bias-Induced Degradation of Algan/Gan High Electron Mobility Transistors
http://vivo.ufl.edu/individual/n9696235317,0006-4971,Blood,Tolerance Induction To B Domain-Deleted and Full-Length F.Viii By Co-Administration With Rapamycin
http://vivo.ufl.edu/individual/n1973972121,1099-8004,Biological Research for Nursing,A longitudinal description of heart rate variability in 28--34-week-old preterm infants.
http://vivo.ufl.edu/individual/n1193126219,1083-3668,Journal of Biomedical Optics,Spectral Imaging Reveals Microvessel Physiology and Function From Anastomoses To Thromboses
http://vivo.ufl.edu/individual/n2599280680,0022-1694,Journal of Hydrology,Transport and Solubility of Hetero-Disperse Dry Deposition Particulate Matter Subject To Urban Source Area Rainfall-Runoff Processes
http://vivo.ufl.edu/individual/n2418203712,0954-3945,Language Variation and Change,Pushing the Envelope: Looking Beyond the Variable Context
